shot_id,episode,shot_number,duration,shot_type,camera,character,emotion,action,dialogue,scene,time_period,lighting,color_palette,ai_prompt
S1308,44,18,8.0,主观镜头,跟拍,青木军官,严肃,回望 - 青木真心欣赏京剧,时代的洪流裹挟着每一个人。,日军占领戏院 - 日本军旗，军官包厢，紧张气氛,成名期 (1937-1945),舞台追光,金碧辉煌,"青木军官, 严肃 expression, 回望 - 青木真心欣赏京剧, set in 日军占领戏院 - 日本军旗，军官包厢，紧张气氛, POV shot, 舞台追光, color palette: 金碧辉煌, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S1309,44,19,3.3,仰拍,横移,程蝶衣,迷离,仰望 - 蝶衣演出《霸王别姬》,不疯魔不成活。,日军占领戏院 - 日本军旗，军官包厢，紧张气氛,成名期 (1937-1945),璀璨霓虹,戏彩浓艳,"Leslie Cheung as Cheng Dieyi, ethereal beauty, feminine grace, Peking opera star, 迷离 expression, 仰望 - 蝶衣演出《霸王别姬》, set in 日军占领戏院 - 日本军旗，军官包厢，紧张气氛, low angle shot, 璀璨霓虹, color palette: 戏彩浓艳, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S1310,44,20,3.0,过肩镜头,升降,程蝶衣,凄美,"仰望 - ""中国文化，太美了""",我本是女娇娥，又不是男儿郎。,日军占领戏院 - 日本军旗，军官包厢，紧张气氛,成名期 (1937-1945),璀璨霓虹,朱红金黄,"Leslie Cheung as Cheng Dieyi, ethereal beauty, feminine grace, Peking opera star, 凄美 expression, 仰望 - ""中国文化，太美了"", set in 日军占领戏院 - 日本军旗，军官包厢，紧张气氛, over-the-shoulder shot, 璀璨霓虹, color palette: 朱红金黄, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S1311,44,21,7.7,近景,环绕,程蝶衣,迷离,起身 - 青木真心欣赏京剧,我要跟你唱一辈子戏，少一年、一个月、一天、一个时辰，都不算一辈子。,日军占领戏院 - 日本军旗，军官包厢，紧张气氛,成名期 (1937-1945),舞台追光,戏彩浓艳,"Leslie Cheung as Cheng Dieyi, ethereal beauty, feminine grace, Peking opera star, 迷离 expression, 起身 - 青木真心欣赏京剧, set in 日军占领戏院 - 日本军旗，军官包厢，紧张气氛, close-up shot, 舞台追光, color palette: 戏彩浓艳, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S1312,44,22,4.6,大全景,环绕,程蝶衣,决绝,凝视 - 蝶衣演出《霸王别姬》,,日军占领戏院 - 日本军旗，军官包厢，紧张气氛,成名期 (1937-1945),舞台追光,金碧辉煌,"Leslie Cheung as Cheng Dieyi, ethereal beauty, feminine grace, Peking opera star, 决绝 expression, 凝视 - 蝶衣演出《霸王别姬》, set in 日军占领戏院 - 日本军旗，军官包厢，紧张气氛, wide establishing shot, 舞台追光, color palette: 金碧辉煌, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S1313,44,23,2.6,过肩镜头,斯坦尼康,程蝶衣,偏执,"对视 - ""中国文化，太美了""",从一而终。,日军占领戏院 - 日本军旗，军官包厢，紧张气氛,成名期 (1937-1945),舞台追光,翡翠绿,"Leslie Cheung as Cheng Dieyi, ethereal beauty, feminine grace, Peking opera star, 偏执 expression, 对视 - ""中国文化，太美了"", set in 日军占领戏院 - 日本军旗，军官包厢，紧张气氛, over-the-shoulder shot, 舞台追光, color palette: 翡翠绿, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S1314,44,24,4.3,俯拍,环绕,程蝶衣,迷离,回望 - 青木真心欣赏京剧,我要跟你唱一辈子戏，少一年、一个月、一天、一个时辰，都不算一辈子。,日军占领戏院 - 日本军旗，军官包厢，紧张气氛,成名期 (1937-1945),璀璨霓虹,朱红金黄,"Leslie Cheung as Cheng Dieyi, ethereal beauty, feminine grace, Peking opera star, 迷离 expression, 回望 - 青木真心欣赏京剧, set in 日军占领戏院 - 日本军旗，军官包厢，紧张气氛, high angle shot, 璀璨霓虹, color palette: 朱红金黄, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S1315,44,25,3.4,仰拍,斯坦尼康,青木军官,沉醉,拭泪 - 蝶衣演出《霸王别姬》,,日军占领戏院 - 日本军旗，军官包厢，紧张气氛,成名期 (1937-1945),舞台追光,翡翠绿,"青木军官, 沉醉 expression, 拭泪 - 蝶衣演出《霸王别姬》, set in 日军占领戏院 - 日本军旗，军官包厢，紧张气氛, low angle shot, 舞台追光, color palette: 翡翠绿, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S1316,44,26,2.3,俯拍,环绕,程蝶衣,决绝,"行走 - ""中国文化，太美了""",虞姬为什么要死？她是情死的。,日军占领戏院 - 日本军旗，军官包厢，紧张气氛,成名期 (1937-1945),舞台追光,金碧辉煌,"Leslie Cheung as Cheng Dieyi, ethereal beauty, feminine grace, Peking opera star, 决绝 expression, 行走 - ""中国文化，太美了"", set in 日军占领戏院 - 日本军旗，军官包厢，紧张气氛, high angle shot, 舞台追光, color palette: 金碧辉煌, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S1317,44,27,4.9,全景,拉远,青木军官,欣赏,仰望 - 青木真心欣赏京剧,,日军占领戏院 - 日本军旗，军官包厢，紧张气氛,成名期 (1937-1945),华丽灯火,朱红金黄,"青木军官, 欣赏 expression, 仰望 - 青木真心欣赏京剧, set in 日军占领戏院 - 日本军旗，军官包厢，紧张气氛, full shot, 华丽灯火, color palette: 朱红金黄, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S1318,44,28,3.6,过肩镜头,跟拍,青木军官,严肃,俯身 - 蝶衣演出《霸王别姬》,,日军占领戏院 - 日本军旗，军官包厢，紧张气氛,成名期 (1937-1945),璀璨霓虹,金碧辉煌,"青木军官, 严肃 expression, 俯身 - 蝶衣演出《霸王别姬》, set in 日军占领戏院 - 日本军旗，军官包厢，紧张气氛, over-the-shoulder shot, 璀璨霓虹, color palette: 金碧辉煌, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S1319,44,29,6.2,俯拍,推进,程蝶衣,梦幻,"行走 - ""中国文化，太美了""",说好的，一辈子，差一年、一个月、一天、一个时辰，都不算一辈子。,日军占领戏院 - 日本军旗，军官包厢，紧张气氛,成名期 (1937-1945),璀璨霓虹,翡翠绿,"Leslie Cheung as Cheng Dieyi, ethereal beauty, feminine grace, Peking opera star, 梦幻 expression, 行走 - ""中国文化，太美了"", set in 日军占领戏院 - 日本军旗，军官包厢，紧张气氛, high angle shot, 璀璨霓虹, color palette: 翡翠绿, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S1320,44,30,2.3,特写,手持晃动,程蝶衣,偏执,仰望 - 青木真心欣赏京剧,蝶衣自知身陷泥淖，不敢往前多走一步。,日军占领戏院 - 日本军旗，军官包厢，紧张气氛,成名期 (1937-1945),璀璨霓虹,朱红金黄,"Leslie Cheung as Cheng Dieyi, ethereal beauty, feminine grace, Peking opera star, 偏执 expression, 仰望 - 青木真心欣赏京剧, set in 日军占领戏院 - 日本军旗，军官包厢，紧张气氛, extreme close-up shot, 璀璨霓虹, color palette: 朱红金黄, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S1321,45,1,7.6,特写,环绕,程蝶衣,痴情,抬眼 - 却误会蝶衣通敌,我本是女娇娥，又不是男儿郎。,段小楼家 - 段小楼家,成名期 (1937-1945),璀璨霓虹,戏彩浓艳,"Leslie Cheung as Cheng Dieyi, ethereal beauty, feminine grace, Peking opera star, 痴情 expression, 抬眼 - 却误会蝶衣通敌, set in 段小楼家 - 段小楼家, extreme close-up shot, 璀璨霓虹, color palette: 戏彩浓艳, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S1322,45,2,7.3,大全景,环绕,程蝶衣,迷离,"低头 - ""你怎么能给日本人唱戏！""",你们都是骗我的！,日军司令部 - 日式装饰，青木军官办公室,成名期 (1937-1945),璀璨霓虹,戏彩浓艳,"Leslie Cheung as Cheng Dieyi, ethereal beauty, feminine grace, Peking opera star, 迷离 expression, 低头 - ""你怎么能给日本人唱戏！"", set in 日军司令部 - 日式装饰，青木军官办公室, wide establishing shot, 璀璨霓虹, color palette: 戏彩浓艳, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S1323,45,3,6.6,仰拍,推进,程蝶衣,决绝,对视 - 段小楼被释放,我本是女娇娥，又不是男儿郎。,段小楼家 - 段小楼家,成名期 (1937-1945),舞台追光,翡翠绿,"Leslie Cheung as Cheng Dieyi, ethereal beauty, feminine grace, Peking opera star, 决绝 expression, 对视 - 段小楼被释放, set in 段小楼家 - 段小楼家, low angle shot, 舞台追光, color palette: 翡翠绿, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S1324,45,4,5.2,特写,斯坦尼康,程蝶衣,偏执,练功 - 却误会蝶衣通敌,霸王要是真姓楚，大约不会这般无情。,日军司令部 - 日式装饰，青木军官办公室,成名期 (1937-1945),舞台追光,戏彩浓艳,"Leslie Cheung as Cheng Dieyi, ethereal beauty, feminine grace, Peking opera star, 偏执 expression, 练功 - 却误会蝶衣通敌, set in 日军司令部 - 日式装饰，青木军官办公室, extreme close-up shot, 舞台追光, color palette: 戏彩浓艳, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S1325,45,5,3.4,仰拍,环绕,段小楼,妥协,"换装 - ""你怎么能给日本人唱戏！""",得嘞，往后甭提这档子事儿了。,日军司令部 - 日式装饰，青木军官办公室,成名期 (1937-1945),璀璨霓虹,金碧辉煌,"Zhang Fengyi as Duan Xiaolou, masculine, broad-shouldered, martial bearing, 妥协 expression, 换装 - ""你怎么能给日本人唱戏！"", set in 日军司令部 - 日式装饰，青木军官办公室, low angle shot, 璀璨霓虹, color palette: 金碧辉煌, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S1326,45,6,2.6,主观镜头,固定,段小楼,悔恨,化妆 - 段小楼被释放,我段某人说话算话！,段小楼家 - 段小楼家,成名期 (1937-1945),华丽灯火,朱红金黄,"Zhang Fengyi as Duan Xiaolou, masculine, broad-shouldered, martial bearing, 悔恨 expression, 化妆 - 段小楼被释放, set in 段小楼家 - 段小楼家, POV shot, 华丽灯火, color palette: 朱红金黄, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S1327,45,7,6.9,主观镜头,手持晃动,菊仙,绝望,回望 - 却误会蝶衣通敌,我知道你心里有他，可你也得活着！,段小楼家 - 段小楼家,成名期 (1937-1945),舞台追光,金碧辉煌,"Gong Li as Juxian, fierce beauty, proud courtesan, defiant eyes, 绝望 expression, 回望 - 却误会蝶衣通敌, set in 段小楼家 - 段小楼家, POV shot, 舞台追光, color palette: 金碧辉煌, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S1328,45,8,2.7,近景,斯坦尼康,程蝶衣,绝望,"抬眼 - ""你怎么能给日本人唱戏！""",,日军司令部 - 日式装饰，青木军官办公室,成名期 (1937-1945),华丽灯火,金碧辉煌,"Leslie Cheung as Cheng Dieyi, ethereal beauty, feminine grace, Peking opera star, 绝望 expression, 抬眼 - ""你怎么能给日本人唱戏！"", set in 日军司令部 - 日式装饰，青木军官办公室, close-up shot, 华丽灯火, color palette: 金碧辉煌, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S1329,45,9,6.6,过肩镜头,斯坦尼康,菊仙,坚韧,站立 - 段小楼被释放,你是霸王，我是虞姬，这是戏；下了台，咱们是两口子！,段小楼家 - 段小楼家,成名期 (1937-1945),璀璨霓虹,朱红金黄,"Gong Li as Juxian, fierce beauty, proud courtesan, defiant eyes, 坚韧 expression, 站立 - 段小楼被释放, set in 段小楼家 - 段小楼家, over-the-shoulder shot, 璀璨霓虹, color palette: 朱红金黄, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S1330,45,10,3.2,仰拍,环绕,段小楼,悔恨,拭泪 - 却误会蝶衣通敌,他给袁四爷做了四年的妾！,段小楼家 - 段小楼家,成名期 (1937-1945),华丽灯火,翡翠绿,"Zhang Fengyi as Duan Xiaolou, masculine, broad-shouldered, martial bearing, 悔恨 expression, 拭泪 - 却误会蝶衣通敌, set in 段小楼家 - 段小楼家, low angle shot, 华丽灯火, color palette: 翡翠绿, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S1331,45,11,3.6,大全景,横移,菊仙,深爱,"对视 - ""你怎么能给日本人唱戏！""",,日军司令部 - 日式装饰，青木军官办公室,成名期 (1937-1945),璀璨霓虹,翡翠绿,"Gong Li as Juxian, fierce beauty, proud courtesan, defiant eyes, 深爱 expression, 对视 - ""你怎么能给日本人唱戏！"", set in 日军司令部 - 日式装饰，青木军官办公室, wide establishing shot, 璀璨霓虹, color palette: 翡翠绿, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S1332,45,12,4.4,过肩镜头,横移,程蝶衣,梦幻,拭泪 - 段小楼被释放,说好的，一辈子，差一年、一个月、一天、一个时辰，都不算一辈子。,段小楼家 - 段小楼家,成名期 (1937-1945),舞台追光,翡翠绿,"Leslie Cheung as Cheng Dieyi, ethereal beauty, feminine grace, Peking opera star, 梦幻 expression, 拭泪 - 段小楼被释放, set in 段小楼家 - 段小楼家, over-the-shoulder shot, 舞台追光, color palette: 翡翠绿, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S1333,45,13,3.3,近景,手持晃动,菊仙,决绝,换装 - 却误会蝶衣通敌,你是霸王，我是虞姬，这是戏；下了台，咱们是两口子！,段小楼家 - 段小楼家,成名期 (1937-1945),华丽灯火,朱红金黄,"Gong Li as Juxian, fierce beauty, proud courtesan, defiant eyes, 决绝 expression, 换装 - 却误会蝶衣通敌, set in 段小楼家 - 段小楼家, close-up shot, 华丽灯火, color palette: 朱红金黄, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S1334,45,14,3.5,特写,拉远,程蝶衣,痴情,"换装 - ""你怎么能给日本人唱戏！""",你们都是骗我的！,段小楼家 - 段小楼家,成名期 (1937-1945),璀璨霓虹,金碧辉煌,"Leslie Cheung as Cheng Dieyi, ethereal beauty, feminine grace, Peking opera star, 痴情 expression, 换装 - ""你怎么能给日本人唱戏！"", set in 段小楼家 - 段小楼家, extreme close-up shot, 璀璨霓虹, color palette: 金碧辉煌, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S1335,45,15,6.7,全景,拉远,程蝶衣,梦幻,抬眼 - 段小楼被释放,不疯魔不成活。,日军司令部 - 日式装饰，青木军官办公室,成名期 (1937-1945),华丽灯火,翡翠绿,"Leslie Cheung as Cheng Dieyi, ethereal beauty, feminine grace, Peking opera star, 梦幻 expression, 抬眼 - 段小楼被释放, set in 日军司令部 - 日式装饰，青木军官办公室, full shot, 华丽灯火, color palette: 翡翠绿, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S1336,45,16,6.0,俯拍,环绕,程蝶衣,梦幻,练功 - 却误会蝶衣通敌,虞姬为什么要死？她是情死的。,段小楼家 - 段小楼家,成名期 (1937-1945),华丽灯火,戏彩浓艳,"Leslie Cheung as Cheng Dieyi, ethereal beauty, feminine grace, Peking opera star, 梦幻 expression, 练功 - 却误会蝶衣通敌, set in 段小楼家 - 段小楼家, high angle shot, 华丽灯火, color palette: 戏彩浓艳, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S1337,45,17,4.4,大全景,手持晃动,程蝶衣,决绝,"握拳 - ""你怎么能给日本人唱戏！""",我本是女娇娥，又不是男儿郎。,日军司令部 - 日式装饰，青木军官办公室,成名期 (1937-1945),璀璨霓虹,金碧辉煌,"Leslie Cheung as Cheng Dieyi, ethereal beauty, feminine grace, Peking opera star, 决绝 expression, 握拳 - ""你怎么能给日本人唱戏！"", set in 日军司令部 - 日式装饰，青木军官办公室, wide establishing shot, 璀璨霓虹, color palette: 金碧辉煌, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S1338,45,18,4.8,主观镜头,固定,程蝶衣,迷离,抬眼 - 段小楼被释放,虞姬为什么要死？她是情死的。,日军司令部 - 日式装饰，青木军官办公室,成名期 (1937-1945),华丽灯火,戏彩浓艳,"Leslie Cheung as Cheng Dieyi, ethereal beauty, feminine grace, Peking opera star, 迷离 expression, 抬眼 - 段小楼被释放, set in 日军司令部 - 日式装饰，青木军官办公室, POV shot, 华丽灯火, color palette: 戏彩浓艳, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S1339,45,19,4.3,主观镜头,固定,程蝶衣,偏执,回望 - 却误会蝶衣通敌,说好的，一辈子，差一年、一个月、一天、一个时辰，都不算一辈子。,段小楼家 - 段小楼家,成名期 (1937-1945),璀璨霓虹,金碧辉煌,"Leslie Cheung as Cheng Dieyi, ethereal beauty, feminine grace, Peking opera star, 偏执 expression, 回望 - 却误会蝶衣通敌, set in 段小楼家 - 段小楼家, POV shot, 璀璨霓虹, color palette: 金碧辉煌, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S1340,45,20,5.1,俯拍,固定,菊仙,绝望,"凝视 - ""你怎么能给日本人唱戏！""",你是霸王，我是虞姬，这是戏；下了台，咱们是两口子！,日军司令部 - 日式装饰，青木军官办公室,成名期 (1937-1945),华丽灯火,翡翠绿,"Gong Li as Juxian, fierce beauty, proud courtesan, defiant eyes, 绝望 expression, 凝视 - ""你怎么能给日本人唱戏！"", set in 日军司令部 - 日式装饰，青木军官办公室, high angle shot, 华丽灯火, color palette: 翡翠绿, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S1341,45,21,6.1,仰拍,斯坦尼康,程蝶衣,凄美,低头 - 段小楼被释放,说好的，一辈子，差一年、一个月、一天、一个时辰，都不算一辈子。,日军司令部 - 日式装饰，青木军官办公室,成名期 (1937-1945),璀璨霓虹,金碧辉煌,"Leslie Cheung as Cheng Dieyi, ethereal beauty, feminine grace, Peking opera star, 凄美 expression, 低头 - 段小楼被释放, set in 日军司令部 - 日式装饰，青木军官办公室, low angle shot, 璀璨霓虹, color palette: 金碧辉煌, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S1342,45,22,4.1,仰拍,手持晃动,菊仙,绝望,转身 - 却误会蝶衣通敌,你是霸王，我是虞姬，这是戏；下了台，咱们是两口子！,段小楼家 - 段小楼家,成名期 (1937-1945),璀璨霓虹,翡翠绿,"Gong Li as Juxian, fierce beauty, proud courtesan, defiant eyes, 绝望 expression, 转身 - 却误会蝶衣通敌, set in 段小楼家 - 段小楼家, low angle shot, 璀璨霓虹, color palette: 翡翠绿, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S1343,45,23,5.5,近景,推进,菊仙,嫉妒,"握拳 - ""你怎么能给日本人唱戏！""",我知道你心里有他，可你也得活着！,段小楼家 - 段小楼家,成名期 (1937-1945),璀璨霓虹,戏彩浓艳,"Gong Li as Juxian, fierce beauty, proud courtesan, defiant eyes, 嫉妒 expression, 握拳 - ""你怎么能给日本人唱戏！"", set in 段小楼家 - 段小楼家, close-up shot, 璀璨霓虹, color palette: 戏彩浓艳, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S1344,45,24,6.9,特写,环绕,段小楼,豪爽,练功 - 段小楼被释放,,日军司令部 - 日式装饰，青木军官办公室,成名期 (1937-1945),璀璨霓虹,朱红金黄,"Zhang Fengyi as Duan Xiaolou, masculine, broad-shouldered, martial bearing, 豪爽 expression, 练功 - 段小楼被释放, set in 日军司令部 - 日式装饰，青木军官办公室, extreme close-up shot, 璀璨霓虹, color palette: 朱红金黄, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S1345,45,25,3.8,主观镜头,推进,段小楼,挣扎,俯身 - 却误会蝶衣通敌,,段小楼家 - 段小楼家,成名期 (1937-1945),璀璨霓虹,戏彩浓艳,"Zhang Fengyi as Duan Xiaolou, masculine, broad-shouldered, martial bearing, 挣扎 expression, 俯身 - 却误会蝶衣通敌, set in 段小楼家 - 段小楼家, POV shot, 璀璨霓虹, color palette: 戏彩浓艳, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S1346,45,26,5.7,中景,手持晃动,菊仙,嫉妒,"俯身 - ""你怎么能给日本人唱戏！""",我知道你心里有他，可你也得活着！,段小楼家 - 段小楼家,成名期 (1937-1945),璀璨霓虹,朱红金黄,"Gong Li as Juxian, fierce beauty, proud courtesan, defiant eyes, 嫉妒 expression, 俯身 - ""你怎么能给日本人唱戏！"", set in 段小楼家 - 段小楼家, medium shot, 璀璨霓虹, color palette: 朱红金黄, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S1347,45,27,5.9,仰拍,固定,程蝶衣,偏执,转身 - 段小楼被释放,,段小楼家 - 段小楼家,成名期 (1937-1945),华丽灯火,朱红金黄,"Leslie Cheung as Cheng Dieyi, ethereal beauty, feminine grace, Peking opera star, 偏执 expression, 转身 - 段小楼被释放, set in 段小楼家 - 段小楼家, low angle shot, 华丽灯火, color palette: 朱红金黄, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S1348,45,28,4.7,过肩镜头,跟拍,程蝶衣,偏执,转身 - 却误会蝶衣通敌,,日军司令部 - 日式装饰，青木军官办公室,成名期 (1937-1945),华丽灯火,戏彩浓艳,"Leslie Cheung as Cheng Dieyi, ethereal beauty, feminine grace, Peking opera star, 偏执 expression, 转身 - 却误会蝶衣通敌, set in 日军司令部 - 日式装饰，青木军官办公室, over-the-shoulder shot, 华丽灯火, color palette: 戏彩浓艳, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S1349,45,29,3.3,中景,斯坦尼康,程蝶衣,凄美,"俯身 - ""你怎么能给日本人唱戏！""",我本是女娇娥，又不是男儿郎。,段小楼家 - 段小楼家,成名期 (1937-1945),华丽灯火,翡翠绿,"Leslie Cheung as Cheng Dieyi, ethereal beauty, feminine grace, Peking opera star, 凄美 expression, 俯身 - ""你怎么能给日本人唱戏！"", set in 段小楼家 - 段小楼家, medium shot, 华丽灯火, color palette: 翡翠绿, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S1350,45,30,4.0,中景,手持晃动,菊仙,坚韧,练功 - 段小楼被释放,小楼，你对我到底是真是假？,段小楼家 - 段小楼家,成名期 (1937-1945),华丽灯火,翡翠绿,"Gong Li as Juxian, fierce beauty, proud courtesan, defiant eyes, 坚韧 expression, 练功 - 段小楼被释放, set in 段小楼家 - 段小楼家, medium shot, 华丽灯火, color palette: 翡翠绿, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S1351,46,1,2.9,近景,固定,段小楼,震惊,起身 - 提前成婚,他给袁四爷做了四年的妾！,段小楼家 - 段小楼家,成名期 (1937-1945),璀璨霓虹,朱红金黄,"Zhang Fengyi as Duan Xiaolou, masculine, broad-shouldered, martial bearing, 震惊 expression, 起身 - 提前成婚, set in 段小楼家 - 段小楼家, close-up shot, 璀璨霓虹, color palette: 朱红金黄, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S1352,46,2,3.6,全景,环绕,菊仙,坚韧,握拳 - 蝶衣绝望,我花满楼菊仙，今儿个跟了段老板！,菊仙嫁妆房 - 喜庆红色装饰，新婚布置,成名期 (1937-1945),华丽灯火,戏彩浓艳,"Gong Li as Juxian, fierce beauty, proud courtesan, defiant eyes, 坚韧 expression, 握拳 - 蝶衣绝望, set in 菊仙嫁妆房 - 喜庆红色装饰，新婚布置, full shot, 华丽灯火, color palette: 戏彩浓艳, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
