"shot_id","episode","scene_num","duration","shot_type","camera_angle","camera_movement","character","emotion","action","location","dialogue","Image_Prompt","Video_Prompt"
"E055_S038","55","5","3.0","POV","Worm-eye","Crane-down","段小樓","抉擇","轉變","各場景","","Desaturated, POV shot, Worm-eye, 段小樓, 抉擇, 轉變, 各場景, 各時段, split lighting, 極端色調, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Crane-down camera, POV shot, 段小樓 轉變, 抉擇 mood, 各場景, split lighting, cinematic, 3.0s duration, Chinese opera, 1920s Beijing aesthetic"
"E055_S039","55","5","3.4","2Shot","Worm-eye","Handheld","程蝶衣","覺醒","轉變","各場景","","Desaturated, 2Shot shot, Worm-eye, 程蝶衣, 覺醒, 轉變, 各場景, 各時段, split lighting, 極端色調, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Handheld camera, 2Shot shot, 程蝶衣 轉變, 覺醒 mood, 各場景, split lighting, cinematic, 3.4s duration, Chinese opera, 1920s Beijing aesthetic"
"E055_S040","55","5","3.7","ECU","Worm-eye","Steadicam","段小樓","抉擇","關鍵動作","各場景","我本是男兒郎","Desaturated, ECU shot, Worm-eye, 段小樓, 抉擇, 關鍵動作, 各場景, 各時段, split lighting, 極端色調, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Steadicam camera, ECU shot, 段小樓 關鍵動作, 抉擇 mood, 各場景, split lighting, cinematic, 3.7s duration, Chinese opera, 1920s Beijing aesthetic"
"E056_S001","56","1","2.6","CU","Eye-level","Pan-L","程蝶衣","滄桑","對話交談","現代劇院","","Desaturated, CU shot, Eye-level, 程蝶衣, 滄桑, 對話交談, 現代劇院, 日間, split lighting, 灰藍冷色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Pan-L camera, CU shot, 程蝶衣 對話交談, 滄桑 mood, 現代劇院, split lighting, cinematic, 2.6s duration, Chinese opera, 1920s Beijing aesthetic"
"E056_S002","56","1","3.4","MCU","Eye-level","Pan-R","程蝶衣","疏離","環顧四周","現代劇院","","Desaturated, MCU shot, Eye-level, 程蝶衣, 疏離, 環顧四周, 現代劇院, 日間, split lighting, 灰藍冷色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Pan-R camera, MCU shot, 程蝶衣 環顧四周, 疏離 mood, 現代劇院, split lighting, cinematic, 3.4s duration, Chinese opera, 1920s Beijing aesthetic"
"E056_S003","56","1","3.1","MS","Eye-level","Tilt-up","管場人","滄桑","環顧四周","現代劇院","","Desaturated, MS shot, Eye-level, 管場人, 滄桑, 環顧四周, 現代劇院, 日間, split lighting, 灰藍冷色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Tilt-up camera, MS shot, 管場人 環顧四周, 滄桑 mood, 現代劇院, split lighting, cinematic, 3.1s duration, Chinese opera, 1920s Beijing aesthetic"
"E056_S004","56","1","3.5","MLS","Eye-level","Tilt-down","段小樓","懷舊","環顧四周","現代劇院","","Desaturated, MLS shot, Eye-level, 段小樓, 懷舊, 環顧四周, 現代劇院, 日間, split lighting, 灰藍冷色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Tilt-down camera, MLS shot, 段小樓 環顧四周, 懷舊 mood, 現代劇院, split lighting, cinematic, 3.5s duration, Chinese opera, 1920s Beijing aesthetic"
"E056_S005","56","1","4.0","LS","Eye-level","Dolly-in","小豆子","畏怯","牽手走路","北平廟會","可想死我嘍","Desaturated, LS shot, Eye-level, 小豆子, 畏怯, 牽手走路, 北平廟會, 日間, split lighting, 暖黃雜色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Dolly-in camera, LS shot, 小豆子 牽手走路, 畏怯 mood, 北平廟會, split lighting, cinematic, 4.0s duration, Chinese opera, 1920s Beijing aesthetic"
"E056_S006","56","1","2.1","ELS","Eye-level","Dolly-out","商販","決絕","張望","北平廟會","","Desaturated, ELS shot, Eye-level, 商販, 決絕, 張望, 北平廟會, 日間, split lighting, 暖黃雜色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Dolly-out camera, ELS shot, 商販 張望, 決絕 mood, 北平廟會, split lighting, cinematic, 2.1s duration, Chinese opera, 1920s Beijing aesthetic"
"E056_S007","56","1","3.2","OTS","High-angle","Truck-L","路人","畏怯","躲避搭訕","北平廟會","","Desaturated, OTS shot, High-angle, 路人, 畏怯, 躲避搭訕, 北平廟會, 日間, split lighting, 暖黃雜色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Truck-L camera, OTS shot, 路人 躲避搭訕, 畏怯 mood, 北平廟會, split lighting, cinematic, 3.2s duration, Chinese opera, 1920s Beijing aesthetic"
"E056_S008","56","1","3.1","POV","High-angle","Truck-R","小豆子","決絕","躲避搭訕","北平廟會","","Desaturated, POV shot, High-angle, 小豆子, 決絕, 躲避搭訕, 北平廟會, 日間, split lighting, 暖黃雜色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Truck-R camera, POV shot, 小豆子 躲避搭訕, 決絕 mood, 北平廟會, split lighting, cinematic, 3.1s duration, Chinese opera, 1920s Beijing aesthetic"
"E056_S009","56","2","2.4","2Shot","High-angle","Crane-up","關師傅","威嚴","揮打","關家科班","","Desaturated, 2Shot shot, High-angle, 關師傅, 威嚴, 揮打, 關家科班, 黃昏, split lighting, 土褐暗色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Crane-up camera, 2Shot shot, 關師傅 揮打, 威嚴 mood, 關家科班, split lighting, cinematic, 2.4s duration, Chinese opera, 1920s Beijing aesthetic"
"E056_S010","56","2","2.1","ECU","High-angle","Crane-down","學徒們","威嚴","哭泣","關家科班","打死我也不跑了","Desaturated, ECU shot, High-angle, 學徒們, 威嚴, 哭泣, 關家科班, 黃昏, split lighting, 土褐暗色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Crane-down camera, ECU shot, 學徒們 哭泣, 威嚴 mood, 關家科班, split lighting, cinematic, 2.1s duration, Chinese opera, 1920s Beijing aesthetic"
"E056_S011","56","2","3.6","CU","High-angle","Handheld","關師傅","威嚴","耗頂","關家科班","","Desaturated, CU shot, High-angle, 關師傅, 威嚴, 耗頂, 關家科班, 黃昏, split lighting, 土褐暗色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Handheld camera, CU shot, 關師傅 耗頂, 威嚴 mood, 關家科班, split lighting, cinematic, 3.6s duration, Chinese opera, 1920s Beijing aesthetic"
"E056_S012","56","2","2.8","MCU","High-angle","Steadicam","小石頭","麻木","偷看","關家科班","","Desaturated, MCU shot, High-angle, 小石頭, 麻木, 偷看, 關家科班, 黃昏, split lighting, 土褐暗色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Steadicam camera, MCU shot, 小石頭 偷看, 麻木 mood, 關家科班, split lighting, cinematic, 2.8s duration, Chinese opera, 1920s Beijing aesthetic"
"E056_S013","56","2","2.5","MS","High-angle","Drone","小豆子","痛楚","擁抱","胡同磨刀攤","","Desaturated, MS shot, High-angle, 小豆子, 痛楚, 擁抱, 胡同磨刀攤, 日間, split lighting, 白灰血紅, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Drone camera, MS shot, 小豆子 擁抱, 痛楚 mood, 胡同磨刀攤, split lighting, cinematic, 2.5s duration, Chinese opera, 1920s Beijing aesthetic"
"E056_S014","56","2","3.0","MLS","Low-angle","Static","小豆子","茫然","擁抱","胡同磨刀攤","","Desaturated, MLS shot, Low-angle, 小豆子, 茫然, 擁抱, 胡同磨刀攤, 日間, split lighting, 白灰血紅, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","MLS shot, 小豆子 擁抱, 茫然 mood, 胡同磨刀攤, split lighting, cinematic, 3.0s duration, Chinese opera, 1920s Beijing aesthetic"
"E056_S015","56","2","2.7","LS","Low-angle","Pan-L","小豆子娘","茫然","按刀","胡同磨刀攤","娘，我手冷","Desaturated, LS shot, Low-angle, 小豆子娘, 茫然, 按刀, 胡同磨刀攤, 日間, split lighting, 白灰血紅, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Pan-L camera, LS shot, 小豆子娘 按刀, 茫然 mood, 胡同磨刀攤, split lighting, cinematic, 2.7s duration, Chinese opera, 1920s Beijing aesthetic"
"E056_S016","56","2","2.6","ELS","Low-angle","Pan-R","小豆子娘","痛楚","站立","胡同磨刀攤","","Desaturated, ELS shot, Low-angle, 小豆子娘, 痛楚, 站立, 胡同磨刀攤, 日間, split lighting, 白灰血紅, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Pan-R camera, ELS shot, 小豆子娘 站立, 痛楚 mood, 胡同磨刀攤, split lighting, cinematic, 2.6s duration, Chinese opera, 1920s Beijing aesthetic"
"E056_S017","56","3","2.5","OTS","Low-angle","Tilt-up","小豆子娘","懇求","跪地","關家堂屋","","Desaturated, OTS shot, Low-angle, 小豆子娘, 懇求, 跪地, 關家堂屋, 黃昏, split lighting, 暗褐暖光, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Tilt-up camera, OTS shot, 小豆子娘 跪地, 懇求 mood, 關家堂屋, split lighting, cinematic, 2.5s duration, Chinese opera, 1920s Beijing aesthetic"
"E056_S018","56","3","3.4","POV","Low-angle","Tilt-down","小豆子","懇求","檢查","關家堂屋","","Desaturated, POV shot, Low-angle, 小豆子, 懇求, 檢查, 關家堂屋, 黃昏, split lighting, 暗褐暖光, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Tilt-down camera, POV shot, 小豆子 檢查, 懇求 mood, 關家堂屋, split lighting, cinematic, 3.4s duration, Chinese opera, 1920s Beijing aesthetic"
"E056_S019","56","3","3.9","2Shot","Low-angle","Dolly-in","關師傅","恐懼","跪地","關家堂屋","","Desaturated, 2Shot shot, Low-angle, 關師傅, 恐懼, 跪地, 關家堂屋, 黃昏, split lighting, 暗褐暖光, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Dolly-in camera, 2Shot shot, 關師傅 跪地, 恐懼 mood, 關家堂屋, split lighting, cinematic, 3.9s duration, Chinese opera, 1920s Beijing aesthetic"
"E056_S020","56","3","2.1","ECU","Low-angle","Dolly-out","小豆子娘","懇求","檢查","關家堂屋","沒吃戲飯的命","Desaturated, ECU shot, Low-angle, 小豆子娘, 懇求, 檢查, 關家堂屋, 黃昏, split lighting, 暗褐暖光, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Dolly-out camera, ECU shot, 小豆子娘 檢查, 懇求 mood, 關家堂屋, split lighting, cinematic, 2.1s duration, Chinese opera, 1920s Beijing aesthetic"
"E056_S021","56","3","2.2","CU","Dutch","Truck-L","小豆子","痛苦","壓腿","練功房","","Desaturated, CU shot, Dutch, 小豆子, 痛苦, 壓腿, 練功房, 各時段, split lighting, 青灰木色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Truck-L camera, CU shot, 小豆子 壓腿, 痛苦 mood, 練功房, split lighting, cinematic, 2.2s duration, Chinese opera, 1920s Beijing aesthetic"
"E056_S022","56","3","2.1","MCU","Dutch","Truck-R","師兄弟們","痛苦","壓腿","練功房","","Desaturated, MCU shot, Dutch, 師兄弟們, 痛苦, 壓腿, 練功房, 各時段, split lighting, 青灰木色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Truck-R camera, MCU shot, 師兄弟們 壓腿, 痛苦 mood, 練功房, split lighting, cinematic, 2.1s duration, Chinese opera, 1920s Beijing aesthetic"
"E056_S023","56","3","3.0","MS","Dutch","Crane-up","小豆子","痛苦","互助","練功房","","Desaturated, MS shot, Dutch, 小豆子, 痛苦, 互助, 練功房, 各時段, split lighting, 青灰木色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Crane-up camera, MS shot, 小豆子 互助, 痛苦 mood, 練功房, split lighting, cinematic, 3.0s duration, Chinese opera, 1920s Beijing aesthetic"
"E056_S024","56","3","2.1","MLS","Dutch","Crane-down","師兄弟們","堅持","唱腔","練功房","","Desaturated, MLS shot, Dutch, 師兄弟們, 堅持, 唱腔, 練功房, 各時段, split lighting, 青灰木色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Crane-down camera, MLS shot, 師兄弟們 唱腔, 堅持 mood, 練功房, split lighting, cinematic, 2.1s duration, Chinese opera, 1920s Beijing aesthetic"
"E056_S025","56","4","2.6","LS","Dutch","Handheld","觀眾","癡迷","舞劍","戲園子","虞兮虞兮奈若何","Desaturated, LS shot, Dutch, 觀眾, 癡迷, 舞劍, 戲園子, 夜間, split lighting, 濃艷戲彩, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Handheld camera, LS shot, 觀眾 舞劍, 癡迷 mood, 戲園子, split lighting, cinematic, 2.6s duration, Chinese opera, 1920s Beijing aesthetic"
"E056_S026","56","4","3.8","ELS","Dutch","Steadicam","段小樓","癡迷","對唱","戲園子","","Desaturated, ELS shot, Dutch, 段小樓, 癡迷, 對唱, 戲園子, 夜間, split lighting, 濃艷戲彩, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Steadicam camera, ELS shot, 段小樓 對唱, 癡迷 mood, 戲園子, split lighting, cinematic, 3.8s duration, Chinese opera, 1920s Beijing aesthetic"
"E056_S027","56","4","3.1","OTS","Dutch","Drone","段小樓","癡迷","舞劍","戲園子","","Desaturated, OTS shot, Dutch, 段小樓, 癡迷, 舞劍, 戲園子, 夜間, split lighting, 濃艷戲彩, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Drone camera, OTS shot, 段小樓 舞劍, 癡迷 mood, 戲園子, split lighting, cinematic, 3.1s duration, Chinese opera, 1920s Beijing aesthetic"
"E056_S028","56","4","3.9","POV","Bird-eye","Static","程蝶衣","霸氣","對唱","戲園子","","Desaturated, POV shot, Bird-eye, 程蝶衣, 霸氣, 對唱, 戲園子, 夜間, split lighting, 濃艷戲彩, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","POV shot, 程蝶衣 對唱, 霸氣 mood, 戲園子, split lighting, cinematic, 3.9s duration, Chinese opera, 1920s Beijing aesthetic"
"E056_S029","56","4","2.8","2Shot","Bird-eye","Pan-L","程蝶衣","隱忍","對話","後台化妝間","","Desaturated, 2Shot shot, Bird-eye, 程蝶衣, 隱忍, 對話, 後台化妝間, 夜間, split lighting, 暗紅暖光, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Pan-L camera, 2Shot shot, 程蝶衣 對話, 隱忍 mood, 後台化妝間, split lighting, cinematic, 2.8s duration, Chinese opera, 1920s Beijing aesthetic"
"E056_S030","56","4","2.1","ECU","Bird-eye","Pan-R","段小樓","糾結","凝視","後台化妝間","師哥","Desaturated, ECU shot, Bird-eye, 段小樓, 糾結, 凝視, 後台化妝間, 夜間, split lighting, 暗紅暖光, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Pan-R camera, ECU shot, 段小樓 凝視, 糾結 mood, 後台化妝間, split lighting, cinematic, 2.1s duration, Chinese opera, 1920s Beijing aesthetic"
"E056_S031","56","4","3.7","CU","Bird-eye","Tilt-up","程蝶衣","糾結","化妝","後台化妝間","","Desaturated, CU shot, Bird-eye, 程蝶衣, 糾結, 化妝, 後台化妝間, 夜間, split lighting, 暗紅暖光, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Tilt-up camera, CU shot, 程蝶衣 化妝, 糾結 mood, 後台化妝間, split lighting, cinematic, 3.7s duration, Chinese opera, 1920s Beijing aesthetic"
"E056_S032","56","4","3.8","MCU","Bird-eye","Tilt-down","程蝶衣","深情","對話","後台化妝間","","Desaturated, MCU shot, Bird-eye, 程蝶衣, 深情, 對話, 後台化妝間, 夜間, split lighting, 暗紅暖光, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Tilt-down camera, MCU shot, 程蝶衣 對話, 深情 mood, 後台化妝間, split lighting, cinematic, 3.8s duration, Chinese opera, 1920s Beijing aesthetic"
"E056_S033","56","5","2.5","MS","Bird-eye","Dolly-in","程蝶衣","掙扎","摔門","各場景","","Desaturated, MS shot, Bird-eye, 程蝶衣, 掙扎, 摔門, 各場景, 各時段, split lighting, 高對比, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Dolly-in camera, MS shot, 程蝶衣 摔門, 掙扎 mood, 各場景, split lighting, cinematic, 2.5s duration, Chinese opera, 1920s Beijing aesthetic"
"E056_S034","56","5","3.0","MLS","Bird-eye","Dolly-out","菊仙","掙扎","爭吵","各場景","","Desaturated, MLS shot, Bird-eye, 菊仙, 掙扎, 爭吵, 各場景, 各時段, split lighting, 高對比, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Dolly-out camera, MLS shot, 菊仙 爭吵, 掙扎 mood, 各場景, split lighting, cinematic, 3.0s duration, Chinese opera, 1920s Beijing aesthetic"
"E056_S035","56","5","3.8","LS","Worm-eye","Truck-L","段小樓","憤怒","爭吵","各場景","你變了","Desaturated, LS shot, Worm-eye, 段小樓, 憤怒, 爭吵, 各場景, 各時段, split lighting, 高對比, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Truck-L camera, LS shot, 段小樓 爭吵, 憤怒 mood, 各場景, split lighting, cinematic, 3.8s duration, Chinese opera, 1920s Beijing aesthetic"
"E056_S036","56","5","3.8","ELS","Worm-eye","Truck-R","段小樓","掙扎","爭吵","各場景","","Desaturated, ELS shot, Worm-eye, 段小樓, 掙扎, 爭吵, 各場景, 各時段, split lighting, 高對比, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Truck-R camera, ELS shot, 段小樓 爭吵, 掙扎 mood, 各場景, split lighting, cinematic, 3.8s duration, Chinese opera, 1920s Beijing aesthetic"
"E056_S037","56","5","2.2","OTS","Worm-eye","Crane-up","段小樓","抉擇","轉變","各場景","","Desaturated, OTS shot, Worm-eye, 段小樓, 抉擇, 轉變, 各場景, 各時段, split lighting, 極端色調, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Crane-up camera, OTS shot, 段小樓 轉變, 抉擇 mood, 各場景, split lighting, cinematic, 2.2s duration, Chinese opera, 1920s Beijing aesthetic"
"E056_S038","56","5","3.6","POV","Worm-eye","Crane-down","程蝶衣","覺醒","轉變","各場景","","Desaturated, POV shot, Worm-eye, 程蝶衣, 覺醒, 轉變, 各場景, 各時段, split lighting, 極端色調, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Crane-down camera, POV shot, 程蝶衣 轉變, 覺醒 mood, 各場景, split lighting, cinematic, 3.6s duration, Chinese opera, 1920s Beijing aesthetic"
"E056_S039","56","5","3.6","2Shot","Worm-eye","Handheld","段小樓","抉擇","關鍵動作","各場景","","Desaturated, 2Shot shot, Worm-eye, 段小樓, 抉擇, 關鍵動作, 各場景, 各時段, split lighting, 極端色調, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Handheld camera, 2Shot shot, 段小樓 關鍵動作, 抉擇 mood, 各場景, split lighting, cinematic, 3.6s duration, Chinese opera, 1920s Beijing aesthetic"
"E056_S040","56","5","2.9","ECU","Worm-eye","Steadicam","程蝶衣","覺醒","關鍵動作","各場景","我本是男兒郎","Desaturated, ECU shot, Worm-eye, 程蝶衣, 覺醒, 關鍵動作, 各場景, 各時段, split lighting, 極端色調, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Steadicam camera, ECU shot, 程蝶衣 關鍵動作, 覺醒 mood, 各場景, split lighting, cinematic, 2.9s duration, Chinese opera, 1920s Beijing aesthetic"
"E057_S001","57","1","3.3","CU","Eye-level","Pan-L","段小樓","懷舊","緩步走來","現代劇院","","Desaturated, CU shot, Eye-level, 段小樓, 懷舊, 緩步走來, 現代劇院, 日間, split lighting, 灰藍冷色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Pan-L camera, CU shot, 段小樓 緩步走來, 懷舊 mood, 現代劇院, split lighting, cinematic, 3.3s duration, Chinese opera, 1920s Beijing aesthetic"
"E057_S002","57","1","2.6","MCU","Eye-level","Pan-R","程蝶衣","懷舊","對話交談","現代劇院","","Desaturated, MCU shot, Eye-level, 程蝶衣, 懷舊, 對話交談, 現代劇院, 日間, split lighting, 灰藍冷色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Pan-R camera, MCU shot, 程蝶衣 對話交談, 懷舊 mood, 現代劇院, split lighting, cinematic, 2.6s duration, Chinese opera, 1920s Beijing aesthetic"
"E057_S003","57","1","2.1","MS","Eye-level","Tilt-up","管場人","疏離","環顧四周","現代劇院","","Desaturated, MS shot, Eye-level, 管場人, 疏離, 環顧四周, 現代劇院, 日間, split lighting, 灰藍冷色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Tilt-up camera, MS shot, 管場人 環顧四周, 疏離 mood, 現代劇院, split lighting, cinematic, 2.1s duration, Chinese opera, 1920s Beijing aesthetic"
"E057_S004","57","1","3.8","MLS","Eye-level","Tilt-down","管場人","懷舊","對話交談","現代劇院","","Desaturated, MLS shot, Eye-level, 管場人, 懷舊, 對話交談, 現代劇院, 日間, split lighting, 灰藍冷色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Tilt-down camera, MLS shot, 管場人 對話交談, 懷舊 mood, 現代劇院, split lighting, cinematic, 3.8s duration, Chinese opera, 1920s Beijing aesthetic"
"E057_S005","57","1","3.6","LS","Eye-level","Dolly-in","小豆子","市井","躲避搭訕","北平廟會","可想死我嘍","Desaturated, LS shot, Eye-level, 小豆子, 市井, 躲避搭訕, 北平廟會, 日間, split lighting, 暖黃雜色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Dolly-in camera, LS shot, 小豆子 躲避搭訕, 市井 mood, 北平廟會, split lighting, cinematic, 3.6s duration, Chinese opera, 1920s Beijing aesthetic"
"E057_S006","57","1","3.4","ELS","Eye-level","Dolly-out","商販","決絕","張望","北平廟會","","Desaturated, ELS shot, Eye-level, 商販, 決絕, 張望, 北平廟會, 日間, split lighting, 暖黃雜色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Dolly-out camera, ELS shot, 商販 張望, 決絕 mood, 北平廟會, split lighting, cinematic, 3.4s duration, Chinese opera, 1920s Beijing aesthetic"
"E057_S007","57","1","2.1","OTS","High-angle","Truck-L","小豆子娘","畏怯","躲避搭訕","北平廟會","","Desaturated, OTS shot, High-angle, 小豆子娘, 畏怯, 躲避搭訕, 北平廟會, 日間, split lighting, 暖黃雜色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Truck-L camera, OTS shot, 小豆子娘 躲避搭訕, 畏怯 mood, 北平廟會, split lighting, cinematic, 2.1s duration, Chinese opera, 1920s Beijing aesthetic"
"E057_S008","57","1","2.2","POV","High-angle","Truck-R","商販","決絕","張望","北平廟會","","Desaturated, POV shot, High-angle, 商販, 決絕, 張望, 北平廟會, 日間, split lighting, 暖黃雜色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Truck-R camera, POV shot, 商販 張望, 決絕 mood, 北平廟會, split lighting, cinematic, 2.2s duration, Chinese opera, 1920s Beijing aesthetic"
"E057_S009","57","2","3.2","2Shot","High-angle","Crane-up","小癩子","威嚴","耗頂","關家科班","","Desaturated, 2Shot shot, High-angle, 小癩子, 威嚴, 耗頂, 關家科班, 黃昏, split lighting, 土褐暗色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Crane-up camera, 2Shot shot, 小癩子 耗頂, 威嚴 mood, 關家科班, split lighting, cinematic, 3.2s duration, Chinese opera, 1920s Beijing aesthetic"
"E057_S010","57","2","3.6","ECU","High-angle","Crane-down","小石頭","麻木","揮打","關家科班","都給我拿穩了","Desaturated, ECU shot, High-angle, 小石頭, 麻木, 揮打, 關家科班, 黃昏, split lighting, 土褐暗色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Crane-down camera, ECU shot, 小石頭 揮打, 麻木 mood, 關家科班, split lighting, cinematic, 3.6s duration, Chinese opera, 1920s Beijing aesthetic"
"E057_S011","57","2","3.3","CU","High-angle","Handheld","學徒們","威嚴","哭泣","關家科班","","Desaturated, CU shot, High-angle, 學徒們, 威嚴, 哭泣, 關家科班, 黃昏, split lighting, 土褐暗色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Handheld camera, CU shot, 學徒們 哭泣, 威嚴 mood, 關家科班, split lighting, cinematic, 3.3s duration, Chinese opera, 1920s Beijing aesthetic"
