"shot_id","episode","scene_num","shot_number","duration","shot_type","camera_angle","camera_movement","lens","focus","key_light","lighting_style","color_temp","light_direction","shadows","framing","depth","headroom","lead_room","character","emotion","action","eyeline","blocking","location","time_of_day","weather","props","costume","color_palette","dialogue","sfx","music","ambience","transition_in","transition_out","pacing","beat","phase","prompt_style","prompt_camera","prompt_mood","prompt_lighting","reference"
"E036_S003","36","1","3","2.6","MS","Eye-level","Tilt-up","Wide 16mm","Deep","Hard-key","Rembrandt","Warm-3200K","Back","Harsh","Symmetry","FG-focus","Tight","Lead-left","段小樓","疏離","對話交談","Up","Enter-R","現代劇院","日間","室內","舞台","工作服","灰藍冷色","","","","嘈雜","Fade-out","Cut","Slow","Setup","承","HDR","ms shot, eye-level","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E036_S004","36","1","4","2.2","MLS","Eye-level","Tilt-down","Wide 16mm","Deep","Hard-key","Rembrandt","Warm-3200K","Top","Harsh","Dynamic","FG-focus","Tight","Lead-left","管場人","滄桑","緩步走來","Down","Enter-L","現代劇院","日間","室內","舞台","便裝","灰藍冷色","","人群嘈雜","","嘈雜","Wipe","Cut","Slow","Setup","承","HDR","mls shot, eye-level","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E036_S005","36","1","5","3.3","LS","Eye-level","Dolly-in","Wide 16mm","Deep","Hard-key","Rembrandt","Warm-3200K","Bottom","Harsh","Rule-of-thirds","FG-focus","Tight","Lead-left","小豆子","畏怯","躲避搭訕","Off-screen-L","Exit-L","北平廟會","日間","雪天","糖葫蘆","各色服飾","暖黃雜色","可想死我嘍","呼吸聲","","壓抑","Match-cut","Cut","Slow","Setup","承","HDR","ls shot, eye-level","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E036_S006","36","1","6","3.1","ELS","Eye-level","Dolly-out","Wide 24mm","Deep","Hard-key","Rembrandt","Warm-3200K","3-point","Harsh","Center","FG-focus","Tight","Lead-left","小豆子娘","畏怯","張望","Up","Static","北平廟會","日間","雪天","攤販貨物","老式旗袍","暖黃雜色","","衣物摩擦","","迴響","J-cut","Cut","Medium","Build","承","HDR","els shot, eye-level","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E036_S007","36","1","7","2.2","OTS","High-angle","Truck-L","Wide 24mm","Deep","Hard-key","Rembrandt","Warm-3200K","Front","Harsh","Golden-ratio","FG-focus","Tight","Lead-left","小豆子娘","畏怯","牽手走路","Camera","Enter-L","北平廟會","日間","雪天","糖葫蘆","破舊棉襖","暖黃雜色","","鑼鼓聲","","空曠","L-cut","Cut","Medium","Build","承","HDR","ots shot, high-angle","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E036_S008","36","1","8","2.0","POV","High-angle","Truck-R","Wide 24mm","Deep","Soft-key","Rembrandt","Warm-3200K","Side-L","Harsh","Symmetry","MG-focus","Tight","Lead-left","路人","畏怯","躲避搭訕","Off-screen-R","Enter-L","北平廟會","日間","雪天","年貨","老式旗袍","暖黃雜色","","風聲","","嘈雜","Cut","Cut","Medium","Build","承","HDR","pov shot, high-angle","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E036_S009","36","2","9","2.5","2Shot","High-angle","Crane-up","Wide 24mm","Deep","Soft-key","Rembrandt","Warm-3200K","Side-R","Harsh","Dynamic","MG-focus","Tight","Lead-left","學徒們","恐懼","哭泣","Camera","Enter-L","關家科班","黃昏","陰冷","刀胚子","練功服","土褐暗色","","呼吸聲","","嘈雜","Dissolve","Cut","Medium","Build","承","HDR","2shot shot, high-angle","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E036_S010","36","2","10","3.3","ECU","High-angle","Crane-down","Wide 24mm","Shallow","Soft-key","Rembrandt","Neutral-5600K","Back","Soft","Rule-of-thirds","MG-focus","Normal","Lead-right","關師傅","恐懼","偷看","Off-screen-L","Enter-R","關家科班","黃昏","陰冷","刀胚子","練功服","土褐暗色","都給我拿穩了","衣物摩擦","緊張弦樂","迴響","Fade-in","Cut","Medium","Build","承","HDR","ecu shot, high-angle","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E036_S011","36","2","11","3.9","CU","High-angle","Handheld","Wide 24mm","Shallow","Soft-key","Rembrandt","Neutral-5600K","Top","Soft","Center","MG-focus","Normal","Lead-right","小癩子","威嚴","偷看","Camera","Enter-R","關家科班","黃昏","陰冷","練功墊","練功服","土褐暗色","","","","迴響","Fade-out","Cut","Medium","Build","承","HDR","cu shot, high-angle","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E036_S012","36","2","12","3.6","MCU","High-angle","Steadicam","Normal 35mm","Shallow","Soft-key","Rembrandt","Neutral-5600K","Bottom","Soft","Golden-ratio","MG-focus","Normal","Lead-right","學徒們","威嚴","偷看","Off-screen-L","Exit-R","關家科班","黃昏","陰冷","刀胚子","練功服","土褐暗色","","人群嘈雜","","安靜","Wipe","Cut","Medium","Build","承","HDR","mcu shot, high-angle","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E036_S013","36","2","13","2.4","MS","High-angle","Drone","Normal 35mm","Shallow","Soft-key","Rembrandt","Neutral-5600K","3-point","Soft","Symmetry","MG-focus","Normal","Lead-right","小豆子","痛楚","擁抱","Off-screen-L","Exit-R","胡同磨刀攤","日間","雪天","菜刀","破舊棉襖","白灰血紅","","風聲","","空曠","Match-cut","Cut","Medium","Build","承","HDR","ms shot, high-angle","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E036_S014","36","2","14","3.1","MLS","Low-angle","Static","Normal 35mm","Shallow","Soft-key","Rembrandt","Neutral-5600K","Front","Soft","Dynamic","MG-focus","Normal","Lead-right","小豆子","茫然","掙扎","Camera","Exit-L","胡同磨刀攤","日間","雪天","毡帽","破舊棉襖","白灰血紅","","風聲","","安靜","J-cut","Cut","Medium","Build","承","HDR","mls shot, low-angle","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E036_S015","36","2","15","3.3","LS","Low-angle","Pan-L","Normal 35mm","Shallow","Soft-key","Rembrandt","Neutral-5600K","Side-L","Soft","Rule-of-thirds","MG-focus","Normal","Lead-right","小豆子","決絕","按刀","Up","Enter-R","胡同磨刀攤","日間","雪天","磨刀石","破舊棉襖","白灰血紅","娘，我手冷","衣物摩擦","","空曠","L-cut","Cut","Medium","Build","承","HDR","ls shot, low-angle","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E036_S016","36","2","16","3.2","ELS","Low-angle","Pan-R","Normal 35mm","Shallow","Natural","Rembrandt","Neutral-5600K","Side-R","Soft","Center","BG-focus","Normal","Lead-right","小豆子娘","痛楚","按刀","Off-screen-R","Enter-L","胡同磨刀攤","日間","雪天","毡帽","老式旗袍","白灰血紅","","環境音","","空曠","Cut","Cut","Medium","Build","承","HDR","els shot, low-angle","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E036_S017","36","3","17","2.8","OTS","Low-angle","Tilt-up","Normal 35mm","Shallow","Natural","Rembrandt","Neutral-5600K","Back","Soft","Golden-ratio","BG-focus","Normal","Lead-right","關師傅","懇求","檢查","Off-screen-L","Turn","關家堂屋","黃昏","室內","祖師爺牌位","長袍","暗褐暖光","","腳步聲","","空曠","Dissolve","Cut","Medium","Build","承","HDR","ots shot, low-angle","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E036_S018","36","3","18","2.3","POV","Low-angle","Tilt-down","Normal 50mm","Shallow","Natural","Rembrandt","Neutral-5600K","Top","Soft","Symmetry","BG-focus","Normal","Lead-right","小豆子娘","審視","跪地","Off-screen-L","Exit-R","關家堂屋","黃昏","室內","契約","旗袍","暗褐暖光","","衣物摩擦","","空曠","Fade-in","Cut","Medium","Build","承","HDR","pov shot, low-angle","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E036_S019","36","3","19","3.5","2Shot","Low-angle","Dolly-in","Normal 50mm","Shallow","Natural","Rembrandt","Neutral-5600K","Bottom","Soft","Dynamic","BG-focus","Normal","Lead-right","關師傅","審視","顫抖","Down","Cross","關家堂屋","黃昏","室內","祖師爺牌位","旗袍","暗褐暖光","","人群嘈雜","","安靜","Fade-out","Cut","Medium","Build","承","HDR","2shot shot, low-angle","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E036_S020","36","3","20","3.3","ECU","Low-angle","Dolly-out","Normal 50mm","Rack-focus","Natural","Rembrandt","Cool-7000K","3-point","None","Rule-of-thirds","BG-focus","Loose","Center","小豆子","恐懼","檢查","Down","Turn","關家堂屋","黃昏","室內","茶碗","旗袍","暗褐暖光","救他一命了","衣物摩擦","京劇過門","嘈雜","Wipe","Cut","Medium","Build","承","HDR","ecu shot, low-angle","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E036_S021","36","3","21","3.1","CU","Dutch","Truck-L","Normal 50mm","Rack-focus","Natural","Rembrandt","Cool-7000K","Front","None","Center","BG-focus","Loose","Center","小豆子","堅持","壓腿","Off-screen-R","Static","練功房","各時段","室內","翎子","練功服","青灰木色","","風聲","","壓抑","Match-cut","Cut","Fast","Tension","承","HDR","cu shot, dutch","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E036_S022","36","3","22","3.7","MCU","Dutch","Truck-R","Normal 50mm","Rack-focus","Natural","Rembrandt","Cool-7000K","Side-L","None","Golden-ratio","BG-focus","Loose","Center","師兄弟們","痛苦","壓腿","Off-screen-L","Exit-L","練功房","各時段","室內","靶子","練功服","青灰木色","","衣物摩擦","","迴響","J-cut","Cut","Fast","Tension","承","HDR","mcu shot, dutch","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E036_S023","36","3","23","2.8","MS","Dutch","Crane-up","Normal 50mm","Rack-focus","Natural","Rembrandt","Cool-7000K","Side-R","None","Symmetry","BG-focus","Loose","Center","小石頭","痛苦","唱腔","Off-screen-L","Static","練功房","各時段","室內","水袖","練功服","青灰木色","","環境音","","空曠","L-cut","Cut","Fast","Tension","承","HDR","ms shot, dutch","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E036_S024","36","3","24","3.2","MLS","Dutch","Crane-down","Tele 85mm","Rack-focus","Practical","Rembrandt","Cool-7000K","Back","None","Dynamic","Deep-all","Loose","Center","師兄弟們","痛苦","唱腔","Off-screen-R","Exit-L","練功房","各時段","室內","翎子","練功服","青灰木色","","呼吸聲","","嘈雜","Cut","Cut","Fast","Tension","承","HDR","mls shot, dutch","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E036_S025","36","4","25","3.5","LS","Dutch","Handheld","Tele 85mm","Rack-focus","Practical","Rembrandt","Cool-7000K","Top","None","Rule-of-thirds","Deep-all","Loose","Center","段小樓","入戲","舞劍","Off-screen-L","Cross","戲園子","夜間","室內","胡琴","霸王戲服","濃艷戲彩","虞兮虞兮奈若何","腳步聲","","嘈雜","Dissolve","Cut","Fast","Tension","承","HDR","ls shot, dutch","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E036_S026","36","4","26","3.0","ELS","Dutch","Steadicam","Tele 85mm","Rack-focus","Practical","Rembrandt","Cool-7000K","Bottom","None","Center","Deep-all","Loose","Center","段小樓","入戲","亮相","Down","Enter-R","戲園子","夜間","室內","道具劍","霸王戲服","濃艷戲彩","","鑼鼓聲","","迴響","Fade-in","Cut","Fast","Tension","承","HDR","els shot, dutch","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E036_S027","36","4","27","2.1","OTS","Dutch","Drone","Tele 85mm","Rack-focus","Practical","Rembrandt","Cool-7000K","3-point","None","Golden-ratio","Deep-all","Loose","Center","程蝶衣","癡迷","對唱","Up","Turn","戲園子","夜間","室內","戲服","霸王戲服","濃艷戲彩","","人群嘈雜","","壓抑","Fade-out","Cut","Fast","Tension","承","HDR","ots shot, dutch","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E036_S028","36","4","28","3.4","POV","Bird-eye","Static","Tele 85mm","Rack-focus","Practical","Rembrandt","Cool-7000K","Front","None","Symmetry","Deep-all","Loose","Center","程蝶衣","霸氣","舞劍","Down","Enter-L","戲園子","夜間","室內","胡琴","霸王戲服","濃艷戲彩","","風聲","","壓抑","Wipe","Cut","Fast","Tension","承","HDR","pov shot, bird-eye","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E036_S029","36","4","29","3.7","2Shot","Bird-eye","Pan-L","Tele 85mm","Rack-focus","Practical","Rembrandt","Cool-7000K","Side-L","None","Dynamic","Deep-all","Loose","Center","程蝶衣","隱忍","凝視","Up","Exit-R","後台化妝間","夜間","室內","化妝鏡","戲服/便裝","暗紅暖光","","腳步聲","","壓抑","Match-cut","Cut","Fast","Tension","承","HDR","2shot shot, bird-eye","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E036_S030","36","4","30","3.2","ECU","Bird-eye","Pan-R","Tele 135mm","Split-diopter","Practical","Rembrandt","Mixed","Side-R","Dramatic","Rule-of-thirds","Deep-all","Cropped","Off-frame","段小樓","糾結","對話","Off-screen-R","Exit-R","後台化妝間","夜間","室內","戲服","戲服/便裝","暗紅暖光","蝶衣","風聲","寂靜","嘈雜","J-cut","Cut","Fast","Tension","承","HDR","ecu shot, bird-eye","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E036_S031","36","4","31","4.0","CU","Bird-eye","Tilt-up","Tele 135mm","Split-diopter","Practical","Rembrandt","Mixed","Back","Dramatic","Center","Deep-all","Cropped","Off-frame","段小樓","隱忍","對話","Up","Exit-L","後台化妝間","夜間","室內","戲服","戲服/便裝","暗紅暖光","","人群嘈雜","","嘈雜","L-cut","Cut","Fast","Climax","承","HDR","cu shot, bird-eye","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E036_S032","36","4","32","3.7","MCU","Bird-eye","Tilt-down","Tele 135mm","Split-diopter","Mixed","Rembrandt","Mixed","Top","Dramatic","Golden-ratio","Layered","Cropped","Off-frame","程蝶衣","糾結","化妝","Off-screen-L","Static","後台化妝間","夜間","室內","頭面","戲服/便裝","暗紅暖光","","鑼鼓聲","","壓抑","Cut","Cut","Fast","Climax","承","HDR","mcu shot, bird-eye","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E036_S033","36","5","33","3.7","MS","Bird-eye","Dolly-in","Tele 135mm","Split-diopter","Mixed","Rembrandt","Mixed","Bottom","Dramatic","Symmetry","Layered","Cropped","Off-frame","菊仙","憤怒","流淚","Up","Enter-L","各場景","各時段","各天氣","各種","各式","高對比","","呼吸聲","","安靜","Dissolve","Cut","Fast","Climax","承","HDR","ms shot, bird-eye","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E036_S034","36","5","34","3.0","MLS","Bird-eye","Dolly-out","Tele 135mm","Split-diopter","Mixed","Rembrandt","Mixed","3-point","Dramatic","Dynamic","Layered","Cropped","Off-frame","菊仙","掙扎","爭吵","Up","Exit-L","各場景","各時段","各天氣","各種","各式","高對比","","呼吸聲","","嘈雜","Fade-in","Cut","Fast","Climax","承","HDR","mls shot, bird-eye","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E036_S035","36","5","35","2.5","LS","Worm-eye","Truck-L","Tele 135mm","Split-diopter","Mixed","Rembrandt","Mixed","Front","Dramatic","Rule-of-thirds","Layered","Cropped","Off-frame","菊仙","掙扎","流淚","Camera","Enter-R","各場景","各時段","各天氣","各種","各式","高對比","我沒變","呼吸聲","","空曠","Fade-out","Cut","Fast","Climax","承","HDR","ls shot, worm-eye","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E036_S036","36","5","36","3.9","ELS","Worm-eye","Truck-R","Wide 16mm","Split-diopter","Mixed","Rembrandt","Mixed","Side-L","Dramatic","Center","Layered","Cropped","Off-frame","菊仙","掙扎","摔門","Off-screen-L","Turn","各場景","各時段","各天氣","各種","各式","高對比","","呼吸聲","","空曠","Wipe","Cut","Fast","Climax","承","HDR","els shot, worm-eye","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E036_S037","36","5","37","2.3","OTS","Worm-eye","Crane-up","Wide 16mm","Split-diopter","Mixed","Rembrandt","Mixed","Side-R","Dramatic","Golden-ratio","Layered","Cropped","Off-frame","程蝶衣","覺醒","轉變","Down","Static","各場景","各時段","各天氣","關鍵道具","關鍵服裝","極端色調","","環境音","","空曠","Match-cut","Cut","Fast","Climax","承","HDR","ots shot, worm-eye","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E036_S038","36","5","38","3.7","POV","Worm-eye","Crane-down","Wide 16mm","Split-diopter","Mixed","Rembrandt","Mixed","Back","Dramatic","Symmetry","Layered","Cropped","Off-frame","段小樓","崩潰","轉變","Off-screen-R","Turn","各場景","各時段","各天氣","關鍵道具","關鍵服裝","極端色調","","人群嘈雜","","迴響","J-cut","Cut","Slow","Release","承","HDR","pov shot, worm-eye","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E036_S039","36","5","39","2.3","2Shot","Worm-eye","Handheld","Wide 16mm","Split-diopter","Mixed","Rembrandt","Mixed","Top","Dramatic","Dynamic","Layered","Cropped","Off-frame","程蝶衣","崩潰","關鍵動作","Off-screen-R","Cross","各場景","各時段","各天氣","關鍵道具","關鍵服裝","極端色調","","衣物摩擦","","空曠","L-cut","Cut","Slow","Release","承","HDR","2shot shot, worm-eye","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E036_S040","36","5","40","2.1","ECU","Worm-eye","Steadicam","Wide 16mm","Deep","Hard-key","Rembrandt","Warm-3200K","Bottom","Harsh","Rule-of-thirds","FG-focus","Tight","Lead-left","段小樓","抉擇","關鍵動作","Down","Static","各場景","各時段","各天氣","關鍵道具","關鍵服裝","極端色調","我本是男兒郎","呼吸聲","悲傷二胡","安靜","Cut","Fade-out","Slow","Release","承","HDR","ecu shot, worm-eye","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E037_S001","37","1","1","3.9","CU","Eye-level","Pan-L","Wide 16mm","Deep","Hard-key","Rembrandt","Warm-3200K","Side-L","Harsh","Center","FG-focus","Tight","Lead-left","程蝶衣","疏離","緩步走來","Camera","Static","現代劇院","日間","室內","舞台","便裝","灰藍冷色","","人群嘈雜","","空曠","Fade-in","Cut","Slow","Setup","承","HDR","cu shot, eye-level","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E037_S002","37","1","2","2.7","MCU","Eye-level","Pan-R","Wide 16mm","Deep","Hard-key","Rembrandt","Warm-3200K","Side-R","Harsh","Golden-ratio","FG-focus","Tight","Lead-left","段小樓","疏離","環顧四周","Off-screen-L","Turn","現代劇院","日間","室內","聚光燈","便裝","灰藍冷色","","衣物摩擦","","迴響","Fade-in","Cut","Slow","Setup","承","HDR","mcu shot, eye-level","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E037_S003","37","1","3","2.1","MS","Eye-level","Tilt-up","Wide 16mm","Deep","Hard-key","Rembrandt","Warm-3200K","Back","Harsh","Symmetry","FG-focus","Tight","Lead-left","程蝶衣","疏離","對話交談","Up","Enter-L","現代劇院","日間","室內","聚光燈","便裝","灰藍冷色","","腳步聲","","安靜","Fade-out","Cut","Slow","Setup","承","HDR","ms shot, eye-level","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E037_S004","37","1","4","2.8","MLS","Eye-level","Tilt-down","Wide 16mm","Deep","Hard-key","Rembrandt","Warm-3200K","Top","Harsh","Dynamic","FG-focus","Tight","Lead-left","段小樓","疏離","緩步走來","Down","Static","現代劇院","日間","室內","聚光燈","工作服","灰藍冷色","","環境音","","嘈雜","Wipe","Cut","Slow","Setup","承","HDR","mls shot, eye-level","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E037_S005","37","1","5","2.4","LS","Eye-level","Dolly-in","Wide 16mm","Deep","Hard-key","Rembrandt","Warm-3200K","Bottom","Harsh","Rule-of-thirds","FG-focus","Tight","Lead-left","小豆子","市井","牽手走路","Off-screen-R","Enter-R","北平廟會","日間","雪天","攤販貨物","老式旗袍","暖黃雜色","可想死我嘍","人群嘈雜","","安靜","Match-cut","Cut","Slow","Setup","承","HDR","ls shot, eye-level","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E037_S006","37","1","6","2.8","ELS","Eye-level","Dolly-out","Wide 24mm","Deep","Hard-key","Rembrandt","Warm-3200K","3-point","Harsh","Center","FG-focus","Tight","Lead-left","小豆子娘","決絕","張望","Off-screen-L","Enter-R","北平廟會","日間","雪天","糖葫蘆","破舊棉襖","暖黃雜色","","鑼鼓聲","","空曠","J-cut","Cut","Medium","Build","承","HDR","els shot, eye-level","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E037_S007","37","1","7","2.4","OTS","High-angle","Truck-L","Wide 24mm","Deep","Hard-key","Rembrandt","Warm-3200K","Front","Harsh","Golden-ratio","FG-focus","Tight","Lead-left","小豆子","市井","張望","Off-screen-R","Exit-R","北平廟會","日間","雪天","年貨","破舊棉襖","暖黃雜色","","呼吸聲","","迴響","L-cut","Cut","Medium","Build","承","HDR","ots shot, high-angle","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E037_S008","37","1","8","2.5","POV","High-angle","Truck-R","Wide 24mm","Deep","Soft-key","Rembrandt","Warm-3200K","Side-L","Harsh","Symmetry","MG-focus","Tight","Lead-left","小豆子娘","決絕","躲避搭訕","Up","Cross","北平廟會","日間","雪天","糖葫蘆","老式旗袍","暖黃雜色","","人群嘈雜","","迴響","Cut","Cut","Medium","Build","承","HDR","pov shot, high-angle","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E037_S009","37","2","9","2.2","2Shot","High-angle","Crane-up","Wide 24mm","Deep","Soft-key","Rembrandt","Warm-3200K","Side-R","Harsh","Dynamic","MG-focus","Tight","Lead-left","小癩子","堅毅","偷看","Down","Exit-R","關家科班","黃昏","陰冷","刀胚子","破衣","土褐暗色","","環境音","","壓抑","Dissolve","Cut","Medium","Build","承","HDR","2shot shot, high-angle","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E037_S010","37","2","10","2.8","ECU","High-angle","Crane-down","Wide 24mm","Shallow","Soft-key","Rembrandt","Neutral-5600K","Back","Soft","Rule-of-thirds","MG-focus","Normal","Lead-right","學徒們","威嚴","耗頂","Down","Turn","關家科班","黃昏","陰冷","竹竿","破衣","土褐暗色","打死我也不跑了","呼吸聲","漸強","空曠","Fade-in","Cut","Medium","Build","承","HDR","ecu shot, high-angle","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E037_S011","37","2","11","3.0","CU","High-angle","Handheld","Wide 24mm","Shallow","Soft-key","Rembrandt","Neutral-5600K","Top","Soft","Center","MG-focus","Normal","Lead-right","小癩子","恐懼","揮打","Up","Enter-L","關家科班","黃昏","陰冷","刀胚子","破衣","土褐暗色","","腳步聲","","安靜","Fade-out","Cut","Medium","Build","承","HDR","cu shot, high-angle","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E037_S012","37","2","12","3.6","MCU","High-angle","Steadicam","Normal 35mm","Shallow","Soft-key","Rembrandt","Neutral-5600K","Bottom","Soft","Golden-ratio","MG-focus","Normal","Lead-right","學徒們","堅毅","偷看","Down","Turn","關家科班","黃昏","陰冷","竹竿","破衣","土褐暗色","","人群嘈雜","","安靜","Wipe","Cut","Medium","Build","承","HDR","mcu shot, high-angle","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E037_S013","37","2","13","2.4","MS","High-angle","Drone","Normal 35mm","Shallow","Soft-key","Rembrandt","Neutral-5600K","3-point","Soft","Symmetry","MG-focus","Normal","Lead-right","小豆子","痛楚","站立","Up","Enter-L","胡同磨刀攤","日間","雪天","毡帽","老式旗袍","白灰血紅","","","","嘈雜","Match-cut","Cut","Medium","Build","承","HDR","ms shot, high-angle","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E037_S014","37","2","14","3.1","MLS","Low-angle","Static","Normal 35mm","Shallow","Soft-key","Rembrandt","Neutral-5600K","Front","Soft","Dynamic","MG-focus","Normal","Lead-right","小豆子娘","痛楚","按刀","Off-screen-L","Enter-R","胡同磨刀攤","日間","雪天","菜刀","老式旗袍","白灰血紅","","人群嘈雜","","安靜","J-cut","Cut","Medium","Build","承","HDR","mls shot, low-angle","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E037_S015","37","2","15","3.2","LS","Low-angle","Pan-L","Normal 35mm","Shallow","Soft-key","Rembrandt","Neutral-5600K","Side-L","Soft","Rule-of-thirds","MG-focus","Normal","Lead-right","小豆子娘","痛楚","按刀","Camera","Cross","胡同磨刀攤","日間","雪天","毡帽","破舊棉襖","白灰血紅","娘，我手冷","環境音","","迴響","L-cut","Cut","Medium","Build","承","HDR","ls shot, low-angle","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E037_S016","37","2","16","2.6","ELS","Low-angle","Pan-R","Normal 35mm","Shallow","Natural","Rembrandt","Neutral-5600K","Side-R","Soft","Center","BG-focus","Normal","Lead-right","小豆子娘","決絕","站立","Up","Enter-L","胡同磨刀攤","日間","雪天","菜刀","破舊棉襖","白灰血紅","","鑼鼓聲","","壓抑","Cut","Cut","Medium","Build","承","HDR","els shot, low-angle","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E037_S017","37","3","17","2.2","OTS","Low-angle","Tilt-up","Normal 35mm","Shallow","Natural","Rembrandt","Neutral-5600K","Back","Soft","Golden-ratio","BG-focus","Normal","Lead-right","小豆子娘","恐懼","跪地","Down","Cross","關家堂屋","黃昏","室內","祖師爺牌位","破襖","暗褐暖光","","衣物摩擦","","嘈雜","Dissolve","Cut","Medium","Build","承","HDR","ots shot, low-angle","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E037_S018","37","3","18","2.8","POV","Low-angle","Tilt-down","Normal 50mm","Shallow","Natural","Rembrandt","Neutral-5600K","Top","Soft","Symmetry","BG-focus","Normal","Lead-right","小豆子","審視","顫抖","Off-screen-R","Enter-L","關家堂屋","黃昏","室內","茶碗","破襖","暗褐暖光","","呼吸聲","","空曠","Fade-in","Cut","Medium","Build","承","HDR","pov shot, low-angle","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E037_S019","37","3","19","2.3","2Shot","Low-angle","Dolly-in","Normal 50mm","Shallow","Natural","Rembrandt","Neutral-5600K","Bottom","Soft","Dynamic","BG-focus","Normal","Lead-right","小豆子娘","審視","檢查","Down","Exit-R","關家堂屋","黃昏","室內","契約","破襖","暗褐暖光","","呼吸聲","","迴響","Fade-out","Cut","Medium","Build","承","HDR","2shot shot, low-angle","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E037_S020","37","3","20","2.9","ECU","Low-angle","Dolly-out","Normal 50mm","Rack-focus","Natural","Rembrandt","Cool-7000K","3-point","None","Rule-of-thirds","BG-focus","Loose","Center","關師傅","恐懼","顫抖","Off-screen-L","Exit-L","關家堂屋","黃昏","室內","祖師爺牌位","破襖","暗褐暖光","沒吃戲飯的命","鑼鼓聲","京劇過門","迴響","Wipe","Cut","Medium","Build","承","HDR","ecu shot, low-angle","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
