shot_id,episode,画面描述,视频描述,Image_Prompt,Video_Prompt
"E003_S020",3,"巨大的浴池边。小千戴着口罩，眼神坚毅，正用尽全力将一桶热水泼向腐烂神小山般的淤泥身躯。热水与淤泥接触，激起一阵蒸汽和更浓的恶臭。青蛙员工们躲在远处，用长杆钩子勉强帮忙拉扯淤泥。画面充满动感，水花、蒸汽、飞溅的泥点。色彩以污浊的棕黑与热水的白色蒸汽为主，小千的蓝色工作服成为画面中唯一的亮色焦点。","镜头采用手持跟拍风格（Handheld Follow），紧紧跟随小千的动作。从她弯腰提桶，到奋力泼出，镜头随之起伏晃动。泼水的瞬间，切换为慢动作（Slow Motion），展示水花与淤泥撞击的细节。然后镜头快速环绕（Fast Orbit）小千一周，展现她与庞大敌人的对比。总时长4秒，节奏有力且充满张力。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, cinematic, 8K, film grain, Chihiro in a heroic pose, throwing a bucket of hot water at the massive sludge-covered Stink God, splashing water and steam, mud droplets flying, distant frog workers helping with poles, determined expression on Chihiro's face despite the mask, dynamic action, blue work clothes as focal point, --ar 16:9 --sref 1863909815","Energetic handheld follow shot, tracking Chihiro's movements, slowing down at the moment of impact, then a fast 360-degree orbit around her, 4 seconds, emphasizing her determination and the chaotic action."
"E003_S021",3,"特写镜头。小千的手在滑腻的淤泥中摸索，突然，她的表情一变，摸到了一个坚硬的突起物。她的手紧紧握住那个‘刺’。周围帮忙的青蛙员工们也感觉到了，纷纷惊讶地看向彼此。光线聚焦在小千的手部，背景虚化，充满发现的紧张感。","镜头从腐烂神身体的广角迅速推进（Crash Zoom In）到小千手部的极端特写（Extreme Close-Up）。镜头微微晃动，模拟摸索的触感。当她握紧‘刺’时，镜头轻微震动一下。总时长2秒，节奏紧凑，突出触觉和发现的关键瞬间。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, cinematic, 8K, film grain, extreme close-up of Chihiro's hand covered in black sludge, her fingers gripping a hard, protruding object (the 'thorn' which is actually a handlebar), focused light on her hand, blurred background of other workers, tense and discovery moment, detailed texture of sludge and skin, --ar 16:9 --sref 1863909815","Rapid crash zoom into an extreme close-up of Chihiro's hand in the sludge, slight camera shake to simulate touch, a subtle jolt when she grips the object, 2 seconds, intense and focused."
"E003_S022",3,"史诗般的拉拽镜头。所有汤屋员工，包括小千、青蛙、甚至一些侍女，排成一条长龙，共同拉着一根粗绳，绳子深深嵌入腐烂神的身体。随着一声呐喊，大量人类世界的垃圾——生锈的自行车、破渔网、废铁桶、旧家具——如同火山喷发般从腐烂神体内被拉出，冲上浴池的天花板。画面充满惊人的力量感和宣泄感，垃圾的金属色与淤泥的黑色形成强烈对比。","镜头采用低角度广角（Low Angle Wide Shot），仰拍拉拽的队伍，显得他们团结而有力。拉出的瞬间，镜头急速后拉并上升（Rapid Pull Back and Pedestal Up），展现垃圾喷涌的宏大场面。慢镜头展示垃圾飞舞的细节。总时长5秒，节奏从紧张的蓄力到爆发性的释放。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, cinematic, 8K, film grain, epic scene of all bathhouse workers (Chihiro, frogs, maids) in a line pulling a thick rope, a massive geyser of human world garbage (bicycles, tires, metal scraps, furniture) erupting from the Stink God's body towards the ceiling, dynamic low-angle composition, sense of collective effort and catharsis, detailed garbage textures, --ar 16:9 --sref 1863909815","Epic low-angle wide shot, slow build-up of the pull, then rapid camera pull-back and rise as the garbage erupts, switching to slow motion for the debris flying, 5 seconds, monumental and cathartic."
"E003_S023",3,"浴池恢复平静，水面清澈。一位威严、慈祥、散发着柔和白光的龙形河神悬浮在空中，与小千对视。它已完全摆脱污秽，鳞片闪烁着珍珠般的光泽。河神微微低头，将一颗朴素的、深绿色的苦丸子轻轻放在小千摊开的手掌中。小千仰望着河神，脸上满是汗水、污迹，但眼睛清澈，充满敬畏与感激。画面被神圣的白色和绿色光芒笼罩，温暖而宁静。","镜头从水面的倒影缓慢上摇（Slow Tilt Up），展现洁净的河神全貌。然后镜头平滑环绕（Smooth Orbit）河神与小千，从河神的视角切换到小千的仰视视角。放置苦丸子时，镜头推近（Push In）至手部的特写。总时长6秒，节奏舒缓、庄严，充满仪式感。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, cinematic, 8K, film grain, the cleansed River God, a majestic white dragon spirit, glowing with soft light, placing a simple dark green herbal dumpling (苦丸子) into Chihiro's outstretched, dirty hand, Chihiro looking up in awe and gratitude, clear water in the bath, holy and serene atmosphere, ethereal glow, pearl-like scales on the dragon, --ar 16:9 --sref 1863909815","Serene shot starting from water reflection, slow tilt up to reveal the River God, smooth orbiting around both characters, ending with a gentle push-in to the close-up of the dumpling in Chihiro's hand, 6 seconds, peaceful and majestic."
"E003_S024",3,"汤屋外的夜空。一道白色的龙影（白龙）从远处急速飞来，身形踉跄。突然，一群如同黑色剪纸般的纸鸟（汤婆婆的式神）如蜂群般追上，不断撞击攻击他。白龙痛苦地扭曲身体，发出一声无声的哀鸣，从空中旋转着坠落，最终重重摔在汤屋桥梁附近的草丛中，变回少年模样，伤痕累累，昏迷不醒。夜空深邃，纸鸟盘旋后散去，画面充满悲剧感和不祥的预兆。小千在窗内并未直接看到，但为后续发现埋下伏笔。","镜头开始时是固定的夜空远景（Extreme Long Shot），白龙如流星般划过。当他被攻击时，镜头急速推进（Fast Zoom In）并变为跟随镜头（Follow Shot），模拟纸鸟追击的视角，镜头剧烈晃动。坠落时，镜头切换为慢动作环绕（Slow Motion Orbit），多角度展示坠落过程。最后定格在草丛中白龙静止的身体上。总时长5秒，节奏从平静到激烈再到沉寂。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, cinematic, 8K, film grain, night sky above the bathhouse, Haku in his white dragon form being pursued and attacked by a swarm of black paper bird shikigami, he is spiraling down in pain, crashing into the grass near a bridge and reverting to his injured boy form, unconscious, dramatic moonlight, sense of tragedy and foreboding, --ar 16:9 --sref 1863909815","Cinematic ELS of night sky, fast zoom and follow shot mimicking the paper birds' pursuit, chaotic camera shake during attack, switching to slow-motion orbiting shot for the fall, ending on a still shot of Haku, 5 seconds, dramatic and heartbreaking."
"E003_S025",3,"汤屋锅炉房清晨，蒸汽缭绕，阳光透过木格窗洒下温暖光柱。小千（千寻）穿着蓝色工作服，笨拙地抱着比她人还高的木柴堆，脸上沾着煤灰，眼神专注而努力。锅炉爷爷的多只手臂在背景中忙碌，煤球精灵们滚来滚去。光影柔和，色彩是吉卜力标志性的水彩质感，充满生活气息与奇幻感。氛围是忙碌中带着一丝温馨，展现小千的适应与成长。","镜头以固定机位中景开始，跟随小千抱着木柴从画面右侧入画，走向中央的锅炉。2秒后，镜头缓慢向后拉（Dolly Out），变为全景，展示整个锅炉房的忙碌景象（锅炉爷爷、煤球精灵）。时长约5秒，节奏平稳，带有一丝清晨的宁静感。可接下一个镜头小千放下木柴擦汗的近景。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, morning in a steamy boiler room of a bathhouse, sunlight beams through wooden lattice windows, Chihiro (young girl in blue work clothes) clumsily carrying a huge pile of firewood, soot on her cheek, determined expression, Kamaji (boiler man with multiple arms) working in background, soot sprites rolling around, warm and soft lighting, cinematic, detailed background, 8K, film grain, Studio Ghibli color palette, --ar 16:9 --sref 1863909815","Cinematic medium shot, Chihiro enters frame carrying firewood, slow dolly out to reveal full boiler room, 5 seconds, steady pace, atmospheric steam and light beams, Ghibli style animation."
"E003_S026",3,"汤屋华丽的前厅大堂，突然被一股不祥的阴影笼罩。一个巨大的、浑身覆盖着恶臭黑色淤泥、不断滴落粘液的‘腐烂神’顾客缓缓挪入。祂身形臃肿模糊，散发着可见的紫色瘴气。所有汤屋员工（青蛙、侍女）惊恐地捂住口鼻，纷纷后退躲避，挤在角落和柱子后面，脸上写满厌恶与恐惧。色彩从之前的明亮转为阴暗的紫灰色调，光影对比强烈，突出腐烂神的压迫感与不洁。氛围瞬间变得紧张、诡异。","镜头从汤屋员工的惊恐表情特写快速拉出（Quick Pull Out），变为一个低角度仰拍（Low Angle）的远景，展示腐烂神庞大的身躯从大门阴影中进入，占据大半个画面。镜头带有轻微的晃动，模拟员工们的恐慌视角。时长约4秒，节奏突然变慢且沉重。可接汤婆婆出现的镜头。","Ghibli anime style, Hayao Miyazaki, dark and ominous atmosphere, luxurious bathhouse lobby, the Stink Spirit (a massive, amorphous figure covered in thick, black, foul-smelling sludge and dripping slime) entering, emitting purple miasma, Yubaba's employees (frog-like men and female attendants) recoiling in horror, covering their noses, hiding behind pillars, strong chiaroscuro lighting, cinematic, 8K, film grain, dramatic color contrast, --ar 16:9 --sref 1863909815","Cinematic quick pull out from close-up to extreme low angle wide shot, the Stink Spirit looms into the frame, 4 seconds, ominous and heavy movement, shaky cam effect, Ghibli dark fantasy style."
"E003_S027",3,"汤婆婆的办公室高处，她叼着长烟斗，眯着眼睛俯瞰下方混乱的大堂。小千被一只青蛙员工推到画面前景，她一脸茫然和害怕，回头看向汤婆婆的方向。汤婆婆用烟斗指向小千，嘴角带着一丝狡黠和不容置疑的命令神色。光影从上方打下，凸显汤婆婆的权威与小千的渺小。色彩偏冷，氛围是强权压迫与命运的无常感。","镜头先是一个过肩镜头（Over the Shoulder），从小千背后拍摄汤婆婆在高处下令的剪影。随后镜头快速环绕半圈（Quick Orbit），切换到小千的正面中近景，捕捉她听到命令时瞬间的惊慌与无助表情。时长约3秒，剪辑点明确，节奏干脆。可接小千走向腐烂神的镜头。","Ghibli anime style, Hayao Miyazaki, Yubaba's office overlooking the lobby, Yubaba (witch with large head and bun) pointing her long pipe downwards with a sly and commanding expression, Chihiro in foreground pushed by a frog employee, looking back with fear and confusion, top-down lighting creating dramatic shadows, cinematic, 8K, film grain, cool color tone, --ar 16:9 --sref 1863909815","Cinematic over the shoulder shot of Yubaba, quick orbit to medium close-up of Chihiro's reaction, 3 seconds, sharp cut, commanding atmosphere, Ghibli character drama."
"E003_S028",3,"巨大的浴池边，小千戴着口罩，强忍着恶心，用颤抖的手将一桶桶热水和药草倒向腐烂神黏滑的身体。其他员工（玲和几个青蛙）在远处捂着鼻子，用长杆递送工具，表情复杂（有嫌弃，也有一丝同情）。腐烂神在热水中发出舒服的咕噜声，污泥稍微松动。光影透过浴池的水汽变得朦胧，色彩浑浊。氛围是极度的不适与坚持的勇气交织。","镜头采用主观视角（POV）与客观视角结合。先是一个小千第一人称视角（POV），看向令人作呕的污泥神，镜头轻微晃动模拟她的不适。然后切回客观的中景，跟拍（Follow）小千吃力地提起水桶和倾倒的动作。时长约6秒，节奏缓慢而艰难，突出过程的漫长与煎熬。","Ghibli anime style, Hayao Miyazaki, large bathhouse pool filled with murky water, Chihiro wearing a mask, pouring buckets of hot water and herbs onto the slimy body of the Stink Spirit, her hands trembling, eyes determined but nauseated, Lin and other frog employees in background helping from a distance with long poles, steamy and hazy lighting, cinematic, 8K, film grain, detailed expression, --ar 16:9 --sref 1863909815","Cinematic POV shot from Chihiro's perspective looking at the Stink Spirit, then cut to follow shot of her laboring, 6 seconds, slow and arduous pace, steamy atmosphere, Ghibli emotional scene."
"E003_S029",3,"高潮时刻！小千的手在污泥中摸索，突然触到一个坚硬的物体。她大喊‘有东西卡住了！’。所有员工（玲、青蛙们）瞬间愣住，然后纷纷冲上前。众人抓住一根从污泥中露出的‘刺’（实际是自行车把手），齐声喊着号子‘嘿哟！’用力向后拉。镜头特写众人紧绷的脸和用力拉扯的手臂。污泥飞溅，一根生锈的自行车被缓缓拽出，紧接着是更多的垃圾（轮胎、废铁、破盆）如火山喷发般涌出！画面充满动感和爆发力。","镜头快速切换组合。先是小千手部摸索的特写（ECU）。然后快速拉至中景（Quick Pull Out）看到她惊呼。紧接着一个快速的环绕镜头（Fast Orbit）展示众人从四周冲上来。最后是一个低角度慢动作（Low Angle Slow Motion）镜头，展现垃圾被拔出的瞬间和喷涌的夸张效果。时长约8秒，节奏由紧张到爆发。","Ghibli anime style, Hayao Miyazaki, dynamic action scene at the bathhouse pool, Chihiro's hand finding a hard object in the sludge, she shouts, Lin and all the frog employees rushing in, pulling together on a bicycle handlebar protruding from the Stink Spirit, exaggerated strain on their faces, a geyser of human world garbage (bicycles, tires, scrap metal, pots) erupting from the spirit's body, splashing mud, cinematic, 8K, film grain, dramatic action, vibrant colors, --ar 16:9 --sref 1863909815","Cinematic quick cuts: extreme close-up of hand, quick pull out to medium shot, fast orbit around the group, low angle slow motion of the garbage eruption, 8 seconds, intense and explosive rhythm, Ghibli action sequence."
"E003_S030",3,"污泥尽去，浴池中水光潋滟。一位威严、慈祥、散发着淡淡光辉的龙形河神（人形老翁面容，龙身）盘旋于清澈的水面之上，与之前判若两‘神’。祂低头看向浑身湿透、累得气喘吁吁却满脸惊讶的小千，将一颗散发着柔和金光的‘苦丸子’轻轻放在她掌心。汤屋员工们在后方看得目瞪口呆。光影纯净明亮，色彩清澈如宝石，氛围充满神圣的感激与奇迹般的转变。","镜头从垃圾堆的狼藉画面快速上摇（Tilt Up），展现净化后的浴池全景和腾空的河神，运镜充满敬意与开阔感。然后镜头缓慢推进（Slow Push In）到河神与小千的中近景，聚焦于赠予苦丸子的手部动作。最后定格在小千凝视手中丸子的面部特写（CU），眼中映照着金光。时长约7秒，节奏舒缓、庄严而充满情感。","Ghibli anime style, Hayao Miyazaki, serene and magical scene, the purified River God (a majestic dragon with the face of an old wise man) hovering over a now crystal-clear bathhouse pool, glowing with soft light, placing a small, golden '苦丸子' (bitter dumpling) into Chihiro's wet, outstretched palm, Chihiro looking up in awe and exhaustion, other employees watching in amazement from behind, pure and sparkling lighting, cinematic, 8K, film grain, ethereal atmosphere, --ar 16:9 --sref 1863909815","Cinematic tilt up from debris to reveal the transformed River God, slow push in to medium close-up of the gift exchange, ending on close-up of Chihiro's face, 7 seconds, slow, majestic and emotional pace, Ghibli magical moment."
"E003_S031",3,"汤屋屋顶的夜空下，白龙（赈早见琥珀主）的白色龙形身影在月光中疾飞，但身形踉跄。突然，一群闪烁着寒光、如同锋利飞镖的白色纸鸟（汤婆婆的式神）从四面八方袭来，如同暴风雪般追击着他。一只纸鸟划伤了白龙的背部，他发出一声痛苦的龙吟，失去平衡，朝着下方汤屋建筑群和森林的交界处螺旋坠落。月光冰冷，纸鸟轨迹留下残影，氛围紧张、危险而凄美。","镜头采用动态跟拍（Dynamic Follow）。开始时是白龙在夜空中飞行的远景跟拍，镜头平稳。随着纸鸟出现，镜头开始加速并带有轻微滚动（Camera Roll），模拟追击的混乱感。在白龙被击中的瞬间，镜头快速推进（Fast Push In）至他受伤痛苦表情的特写，然后急速拉远并俯冲（Spiral Dive），跟随他下坠的轨迹，最后定格在他坠向黑暗森林的远景。时长约6秒，节奏急促、充满冲击力。","Ghibli anime style, Hayao Miyazaki, night scene on rooftop and sky above the bathhouse, Haku in his white dragon form flying erratically under the cold moonlight, pursued by a swarm of sharp, white paper birds (shikigami) that gleam menacingly, one paper bird cutting his back, Haku spiraling down in pain towards the forest, dynamic motion lines, cinematic, 8K, film grain, dramatic night lighting, sense of urgency and danger, --ar 16:9 --sref 1863909815","Cinematic dynamic follow shot of Haku flying, accelerating into chaotic camera roll as paper birds attack, fast push in on impact, then spiral dive following his fall, 6 seconds, fast-paced and thrilling, Ghibli action chase scene."
"E003_S032",3,"汤屋走廊的阴影中，小千靠在窗边，疲惫但出神地望着窗外夜空（呼应上一个镜头的坠落方向）。她手中紧紧握着那颗散发着微弱金光的苦丸子，眉头微蹙，似乎在担忧什么（或许感应到了白龙的危机）。窗外是静谧的庭院和远山剪影，月光洒在她侧脸上，勾勒出柔和的轮廓。室内光线昏暗，只有丸子和她眼中的微光是亮点。氛围从之前的喧闹转为宁静的沉思，带着一丝隐隐的不安与牵挂。","镜头以固定机位中近景开始，侧拍小千倚窗的剪影。保持3秒后，镜头非常缓慢地向前推进（Extremely Slow Dolly In），同时焦点逐渐从窗外的夜景转移到小千凝视远方的面部，最后定格在她手中苦丸子的特写（CU）上，丸子的金光微微照亮她的手指。时长约5秒，节奏极慢，充满内省和悬疑感，为后续剧情埋下伏笔。","Ghibli anime style, Hayao Miyazaki, quiet night scene inside a bathhouse corridor, Chihiro leaning against a window frame, looking out into the night with a worried expression, holding the glowing golden苦丸子 tightly in her hand, moonlight illuminating her profile, soft watercolor lighting, cinematic, 8K, film grain, contemplative mood, focused on character emotion, --ar 16:9 --sref 1863909815","Cinematic medium close-up static shot, then extremely slow dolly in to close-up of the苦丸子 in Chihiro's hand, 5 seconds, very slow and introspective pace, atmospheric moonlight, Ghibli emotional suspense."
"E004_S001",4,"黄昏时分，锅炉房后方的废弃花园。夕阳的余晖将天空染成温暖的橘粉色，与远处油屋的灯火形成对比。白龙巨大的白色龙身蜷缩在枯萎的灌木丛和碎石间，鳞片失去了光泽，身上有多处冒着不祥的紫色诅咒气息的伤口。小千（千寻）穿着工作服，脸上带着担忧和恐惧，小心翼翼地靠近，她的影子在草地上拉得很长。空气中弥漫着衰败和魔法的气息，光影在龙鳞上投下斑驳的痕迹。氛围紧张而悲伤。","镜头从高空远景缓缓下降，展示整个废弃花园与远处油屋的轮廓，持续3秒。随后镜头平滑地推向蜷缩的白龙，变为中景，同时镜头轻微向左环绕（Orbit），以揭示躲在石头后面观察的小千。整个镜头运动缓慢而沉重，时长约7秒，营造出发现秘密的紧张感。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, cinematic, 8K, film grain, --ar 16:9 --sref 1863909815. Abandoned garden at dusk behind the boiler room, warm orange-pink sunset sky contrasts with distant bathhouse lights. The injured white dragon (Haku) lies curled among withered bushes and rubble, scales dull, glowing purple curse wounds. Chihiro in work uniform cautiously approaches from behind a rock, her face full of worry and fear. Long shadows on the grass, atmosphere of decay and magic, soft painterly lighting.","Cinematic opening shot, extreme long shot slowly descending to reveal the scene, then smooth dolly push into a medium shot with a slight left orbit around the injured dragon, 10 seconds total, melancholic and tense atmosphere, Ghibli style."
"E004_S002",4,"白龙的特写镜头。他巨大的龙头无力地搁在地上，琥珀色的眼睛半闭着，瞳孔因痛苦而收缩，呼吸微弱且带着紫色的气息。他的一只眼睛映出小千逐渐靠近的、担忧的小小身影。龙嘴边有干涸的血迹，周围的鳞片因诅咒而微微发黑卷曲。背景是虚化的枯萎植物和黄昏天空。光线从侧面低角度射入，强调了他面部的痛苦轮廓和脆弱感。情绪是极度的痛苦和虚弱。","固定特写镜头，对准白龙的头部和眼睛。镜头非常轻微地、不稳定地晃动，模拟呼吸的起伏和痛苦的颤抖，持续5秒。焦点始终锁定在他的眼睛上，背景保持柔和的虚化。这种微妙的晃动增强了生命的脆弱感和临场感。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, cinematic, 8K, film grain, --ar 16:9 --sref 1863909815. Extreme close-up on Haku's dragon head resting on the ground. Amber eyes half-closed in pain, pupils contracted, reflecting Chihiro's approaching figure. Dried blood at the mouth, scales near the mouth blackened and curled by curse. Shallow breath emitting faint purple mist. Soft, low-angle side lighting highlighting contours of pain, blurred background of dead plants and dusk sky.","Static extreme close-up shot on the dragon's eye and face, with a very subtle, shaky camera movement mimicking labored breath and pain, 5 seconds, focusing on the emotional intensity and vulnerability, Ghibli style."
"E004_S003",4,"小千跪在白龙巨大的头颅旁，形成强烈的体型对比。她的小手颤抖着从怀里掏出河神给的苦丸子，脸上混合着决心和害怕。白龙的眼睛微微睁开一条缝，看着她。环境光线昏暗，但一束最后的夕阳恰好穿过废墟的缝隙，照亮了小千手中的丸子和她坚定的侧脸，仿佛一束希望之光。周围是深色的阴影和飘散的紫色诅咒微粒。","中近景镜头，从白龙的视角（轻微仰拍）看向小千。镜头开始时焦点在虚化的白龙眼睛上，然后缓慢地、平滑地拉焦（Rack Focus）到小千和她手中的丸子上，这个过程持续3秒。随后镜头保持固定，记录她掰开丸子的动作，总时长约6秒。运镜带有一种神圣的、决定性的节奏。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, cinematic, 8K, film grain, --ar 16:9 --sref 1863909815. Medium close-up from a low angle (Haku's POV). Chihiro kneeling beside the dragon's head, her small figure contrasted with the large dragon. She holds the black苦丸子 (herb ball) with trembling hands, face showing determination and fear. A beam of final sunset light breaks through ruins, illuminating the丸子和 her determined profile. Dark shadows and floating purple curse particles around. Haku's eye slightly open in the blurred foreground.","Medium close-up shot from a low angle, starting with focus on the dragon's blurred eye, then a slow rack focus to Chihiro and the丸子在 her hands, 6 seconds total, dramatic and hopeful lighting, Ghibli style."
"E004_S004",4,"动态瞬间。小千将半颗丸子塞进白龙嘴里。下一刹那，白龙的身体剧烈痉挛，猛地昂起头，发出无声的痛苦嘶吼（或低沉的龙吟）。强烈的紫色光芒从他喉咙深处爆发，照亮了整个画面。小千被气浪推得向后坐倒，惊恐地用手挡住脸。画面中充满了动态的线条和飞散的魔法光粒，背景的废墟在紫光中呈现剪影。情绪是剧烈的冲突和释放。","快速切换的两个镜头。第一个是特写：小千的手将丸子塞入龙嘴（1秒）。第二个是中景：白龙痛苦昂首，镜头采用快速向后拉（Quick Pull Back）同时轻微摇晃，模拟被冲击波推开的感受，时长2秒。两个镜头衔接快速，充满爆发力。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, cinematic, 8K, film grain, --ar 16:9 --sref 1863909815. Dynamic action shot. Chihiro pushing half of the丸�子 into Haku's mouth. In the next instant, Haku's body convulses violently, his head rearing up in a silent roar of agony. Intense purple light erupts from his throat, illuminating the entire scene. Chihiro is blown backwards, sitting down and shielding her face with her arm. Dynamic lines, scattered magical particles, silhouettes of ruins in the purple backlight. Sense of violent conflict and release.","Quick cut sequence: 1) Close-up of hand feeding the丸子 (1 second). 2) Medium shot of the dragon rearing up, with a quick camera pull-back and shake to simulate blast impact, 2 seconds. Energetic and dramatic, Ghibli style."
"E004_S005",4,"白龙吐出了诅咒和印章。一条发光的紫色小虫（诅咒）和一枚古朴的、闪着金光的印章（钱婆婆的魔法印章）从他口中飞出，落在草地上。白龙随之瘫软下来，变回了人形少年模样，但依然昏迷不醒，脸色苍白地躺在地上。小千爬过来，先是害怕地看着那条扭动的小虫（它很快消散成光点），然后小心翼翼地捡起那枚温热的印章。印章的特写，上面有复杂的魔法纹路。环境光恢复为平静的蓝紫色暮光。","镜头跟随被吐出的物体运动。首先是一个快速的俯冲镜头（Spiral Dive impression）跟随飞出的诅咒小虫和印章（2秒）。然后镜头切到固定中景，展示白龙变回人形并倒下，小千爬近（3秒）。最后是一个推镜（Dolly In）到印章的特写（2秒）。总节奏从激烈转向缓慢、探究。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, cinematic, 8K, film grain, --ar 16:9 --sref 1863909815. Haku (in human form, unconscious and pale) lies on the ground after transformation. The glowing purple curse worm and a golden, ornate magic seal (stolen from Zeniba) lie on the grass nearby. Chihiro crawls closer, first watching the worm (which dissipates into light), then carefully picking up the warm seal. Close-up on the seal with intricate magical engravings. The environment is now under calm blue-purple twilight. Aftermath of the ordeal.","Shot following the ejected objects with a quick downward motion, then cut to a static medium shot of Haku transforming and collapsing, ending with a slow dolly push into a close-up of the magic seal, 7 seconds total, transitioning from chaotic to calm and mysterious, Ghibli style."
"E004_S006",4,"小千站起身，背对镜头，面向远方月光下泛着雾气的沼泽和无边的大海。她的背影虽然瘦小，但站得笔直。白龙在她身后不远处，支撑着身体，用复杂而担忧的目光望着她的背影。锅炉爷爷从阴影中走出（或一只煤炭精灵递来车票），将一张老旧的单程电车票放在小千手中。小玲也跑来，塞给她一个用布包好的饭团。无脸男静静地出现在更远的阴影里，默默注视。画面充满告别的意味和启程的预感。","全景固定镜头，构图具有层次感：小千的背影在前景，白龙在中景，锅炉爷爷、小玲和无脸男在背景的不同位置。镜头保持静止5秒，让观众消化这个充满人物的告别场景。然后，镜头开始极其缓慢地、平滑地向上升起（Pedestal Up），同时轻微变焦拉远（Zoom Out），展现出更广阔的、通往海上车站的朦胧路径，时长3秒。结束在带有史诗感的远景上。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, cinematic, 8K, film grain, --ar 16:9 --sref 1863909815. Wide shot with layered composition. Chihiro stands with her back to camera, facing the misty swamp and vast sea under moonlight. Her small figure stands straight. Haku watches her from behind, weak but concerned. Kamaji (Boiler爷爷) emerges from shadows, placing an old one-way train ticket in her hand. Lin runs up and gives her a cloth-wrapped rice ball. No-Face stands silently further back in the shadows, observing. Sense of farewell and the beginning of a journey. Path to the sea train station visible in the distance.","Static wide shot holding for 5 seconds, then a slow pedestal up combined with a slight zoom out to reveal the expansive, misty path ahead, 8 seconds total, epic and melancholic departure atmosphere, Ghibli style."
"E004_S007",4,"夜晚的神社森林深处，月光透过茂密的树冠洒下斑驳光影。白龙蜷缩在巨大的树根凹陷处，银白色的鳞片在月光下泛着微弱光泽，但多处鳞片翻卷脱落，露出底下焦黑的皮肉。他痛苦地喘息着，每一次呼吸都带出淡淡的黑气。小千跪在他身边，双手颤抖地轻抚他额头上滚烫的鳞片，眼中充满了震惊与心疼。周围萤火虫幽幽飞舞，为这悲伤的场景增添了一丝梦幻感。","镜头从高空俯拍森林全景开始，缓慢垂直下降并向前推进，穿过树冠，最终聚焦到树根处的白龙和小千身上。整个过程持续5秒，节奏由舒缓逐渐转为紧张。镜头最终停在白龙痛苦喘息的特写上。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, night scene in a dense shrine forest, moonlight filtering through canopy, Haku the white dragon curled up in pain among giant tree roots, silver scales partially blackened and peeling, Chihiro kneeling beside him with a worried expression, glowing fireflies floating around, cinematic lighting, 8K, film grain, detailed background, emotional atmosphere, --ar 16:9 --sref 1863909815","Cinematic shot, aerial view of forest at night, slow vertical descent and dolly in through the trees, 5 seconds, focusing on Haku and Chihiro, Ghibli style, atmospheric, emotional"
"E004_S008",4,"白龙艰难地抬起头，金色的瞳孔因痛苦而收缩。他断断续续地向小千讲述真相：'我...偷了钱婆婆的魔法印章...这是诅咒...' 他咳出一口带着黑色碎屑的气息。小千紧紧握住他一只前爪，眼神从心疼转为坚定。她从怀中掏出河神给的苦丸子，毫不犹豫地掰下一半。特写她的手因紧张而微微颤抖，但动作坚决。","镜头切换为中近景，对准白龙痛苦的脸和小千坚定的表情。当白龙说话时，镜头轻微推近。小千掏出丸子时，镜头切到手部特写，然后拉回至两人同框。总时长4秒，节奏紧凑。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, medium close-up, Haku the white dragon in pain, golden eyes contracted, speaking to Chihiro, Chihiro holding his claw with determined expression, taking out the black苦丸子 from her kimono, breaking it in half, detailed facial expressions, night forest background with bokeh, cinematic, 8K, film grain, --ar 16:9 --sref 1863909815","Medium close-up shot, slow push in on Haku's face as he speaks, cut to Chihiro's hands breaking the丸, pull back to two-shot, 4 seconds, emotional intensity, Ghibli animation style"
"E004_S009",4,"小千将半颗苦丸子塞进白龙口中，双手捧住他的下颌帮助吞咽。白龙身体剧烈一震，眼睛猛然睁大，喉咙发出痛苦的呜咽。黑色不祥的气息从他口中溢出，他整个身体开始痉挛，鳞片缝隙间渗出更多黑气。小千紧紧抱住他的头，不顾可能被伤到，低声鼓励：'吐出来，白龙！把不好的东西都吐出来！'","镜头从侧面跟拍小千喂药的动作，然后环绕到白龙正面，捕捉他痛苦反应的特写。镜头随着白龙的痉挛而有轻微晃动感，增强临场感。时长4秒，节奏急促。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, Chihiro feeding the苦丸子 to Haku, Haku convulsing in pain, black smoke emanating from his mouth and scales, Chihiro holding his head bravely, night forest, dramatic lighting, tears in Chihiro's eyes, cinematic moment, 8K, film grain, detailed effects, --ar 16:9 --sref 1863909815","Side tracking shot of Chihiro feeding Haku, orbit around to front close-up of Haku's convulsion, shaky camera effect, 4 seconds, intense, dramatic, Ghibli style"
